ctg,imp_share_v3,rev_resolved,rev_total,resolved_pct
ממרחים מתוקים,62.11982120835341,27.04808353268014,29.48116515599684,91.74699639433422
ממרחים שאינם מתוקים,15.015918920156393,1.790800798254314,2.627521202724305,68.15552226172522
מסטיקים ללא סוכר,77.4245575051652,22.667231318210867,22.81015081206169,99.37343906654378
מסטיקים עם סוכר,81.95928987476721,0.6764723300706571,0.7695479015202118,87.90516207429225
מסירי אבנית וניקוי מכונות כביסה,79.50410880189949,0.599413956857012,0.599413956857012,100.0
מסירי כתמים,63.749598605168224,11.869306031205559,12.424398150980306,95.53224137677084
מעדנים,0.00030129160271233043,41.0719700555907,41.07656877197898,99.98880452645935
מצות,0.0,0.24799249019683808,0.29964696355482673,82.76155621762629
מרגרינה,64.72966308160241,5.757431995490565,5.810637423324,99.084344385009
מרווה,0.0,0.018116748024705847,0.06507324526781444,27.84054790896756
מרכך כביסה,6.221441420012046,28.188571178941075,30.512729453183393,92.38298796635566
מרכך שיער,43.748634664171476,11.152231238015926,13.249642696490834,84.17005268353078
משחות ניקוי כלים,33.14586478776682,0.04727132618054046,0.06087124330603916,77.65789494864906
משחות שיניים,91.70139484635098,25.598457605087855,27.093257541016072,94.48276039282001
משקאות ברנדי/קוניאק,50.77319690674248,1.3216299505989717,2.2068222458935116,59.888373567843125
משקאות וודקה,96.68010490646557,21.12111139393955,21.999806483090836,96.00589627992112
משקאות וויסקי,94.80304113699147,22.663704553099326,23.324546477980732,97.1667533792982
משקאות חלב,0.1959858652013657,31.788528519850203,31.7885285198502,100.0
משקאות חמוציות,58.26798951004047,1.5032211154693584,1.5032413154693582,99.9986562370398
משקאות טקילה,74.92104856146527,1.7942382693116758,2.720840136192976,65.94427380883135
משקאות מוגזים טעמי פירות,1.7255354939604814,17.928207637379113,18.213369367973108,98.43432741722445
משקאות קלים,1.0698914818864764,30.415419179162143,31.547328381415827,96.412028338601
משקאות תחליפי חלב מצונן,8.051336028611129,13.494784480339398,13.494784480339398,100.0
משקאות תחליפי חלב עמיד,97.49338017106223,7.9146863479712435,8.821002582649506,89.7254736501161
משקה קולה דיאט,0.0,52.79442847942012,52.79442847942011,100.00000000000001
משקה קולה רגיל,0.0,39.37449995890993,39.38343842373513,99.9773040009127
נוזל כלים,65.49912856239554,14.582627196415528,16.22981472405473,89.85085439578154
נייר טואלט,4.945709847014883,49.081925094166635,63.80924919793462,76.91976588208362
ניקוי אמבטיות,68.68654728370885,1.722421036392889,1.862346855632736,92.48658654446479
ניקוי אסלות,32.651969902919056,8.346977566660282,9.662060521855848,86.38920805535412
ניקוי כללי,22.214303611099208,15.862431972372226,20.01339443594533,79.25907832947263
נענע,0.0,1.4180463110847576,3.435574187295881,41.27538029388017
נקטר,39.16541665209487,3.0068296334830436,3.161498481222747,95.10773613657145
נקניקיות מן הצומח,2.50548561070321,3.606494296607008,3.6064942966070084,99.99999999999999
נקניקיות מצוננות,1.124629011585067,17.574858966505627,19.614091853196037,89.60322556887523
נקניקים יבשים,0.18830817622991683,8.183101615397705,8.679879059936946,94.27667780727293
נשנושי ירקות,0.0,0.5762024940214294,0.7662361135154795,75.19907817680654
נתחים אחורי טרי,51.4540517693312,2.3745522362650595,15.851397681499106,14.980081151055268
נתחים אחורי מופשר,98.97539976473647,0.5314550800000001,3.1418719219525553,16.915236941603933
נתחים קדמי טרי,48.3096920335084,13.860843880123202,85.07587835209839,16.29233120903926
נתחים קדמי מופשר,75.83720504395785,0.7685080166466426,5.717001476616374,13.442501629394132
סבון לגוף,44.73201776604866,24.359291941504836,27.052562086147574,90.04430657596811
סבון מוצק,68.85848018840494,2.814966653092912,2.883706754893202,97.6162589457597
סבון נוזלי לידיים/משאבה,29.239601186596044,6.115386800913674,8.247660634827458,74.14692567599332
סבון רחצה לגבר,36.65336367509299,4.896738784133954,5.194029766566323,94.2762942109802
סודה,0.05826477386374991,24.39946494217445,25.04392008777143,97.42670019973568
סוכריות אחרות,86.58607729195761,0.24606513791404894,0.8698938803040086,28.28679951490803
סוכריות גומי,39.506246726395126,6.2366834377079865,7.645497103846844,81.57328886528502
סוכריות גלי,94.07060645705097,2.903198376699036,3.1744662664674332,91.45469294684723
סוכריות לעיסות,94.36039896016148,5.412938683001113,6.3919946664428915,84.68309135829399
סוכריות מרעננות,99.99973435268352,3.7902697958299765,3.9390499420195666,96.22294339042297
סוכריות מרשמלו,15.496104222491407,1.7359371042267953,2.1674765956300877,80.09023524067888
סוכריות קשות,57.10968796337864,3.056550605796919,4.081269339202467,74.89215613479234
סילאן,31.54710441229385,2.850321306372304,4.405828800685006,64.69432734038926
סכיני גילוח חד פעמי,99.30847488943067,2.363141688753254,4.142006370808605,57.0530674556138
סכיני/מכשיר גילוח גברים,99.99970239763314,5.524089051845759,5.818083540953759,94.94688436426603
סכיני/מכשיר גילוח נשים,99.99985048867401,6.083687546709685,6.504215348461833,93.53453446384432
סלט חומוס חלק,0.0,13.053494454676548,15.78675672724231,82.68635971409424
סלט חומוס מועשר / תוספות,0.0,11.262473109776431,11.888736013993666,94.73230035993657
סלט חצילים,0.45895293907129275,5.61406140184569,6.8712977169058345,81.70307317689209
סלט טחינה,0.03082432771732723,3.634656301505586,4.1353748502393755,87.8918219782469
סלטי דגים,34.27449410895793,1.7994561768825976,2.067187740577931,87.04851240940106
סלטי ירקות,0.1793849791619733,9.38714749877232,11.583306789895248,81.04030799703278
סלטים מזרחיים,0.0012272117951283783,3.179396806874506,3.524761421225036,90.20175912415378
סלק עלים,0.0,0.42428673127480454,1.4073227025729338,30.148503289196107
סלרי עלים,0.0,3.411859010850158,7.523700924091225,45.348147743688656
סלרי ראש,0.0,0.16531648920321085,0.33626980764678027,49.161859151167164
עוגות אישיות,70.3680757270276,6.870214215270935,8.258262448120062,83.1920062898327
עוגות מדף ארוזות,0.991621421465407,8.272506352354524,9.922628945673367,83.37010683002151
עוגיות בייסיק,11.490835920573684,19.940102054770335,26.940283823600254,74.01593162616345
עוגיות פרימיום,51.42092474446973,50.25812009099542,51.862360069326165,96.90673548950278
עולש,0.0,0.04504061198749513,0.318865408914372,14.125273776432213
עוף טרי ארוז,0.0,82.62083887043543,144.3140101071996,57.2507401111388
עוף קפוא,33.251976868181316,22.59647362728542,25.658807443691956,88.06517480156938
עירית,0.0,0.1151802821806816,0.41948199369594963,27.45774166987653
עלי בייבי,2.3816468235748083,0.15907757259379132,0.6779371925344159,23.46494252647389
עלי בייבי שטופים,0.0,1.414200375168027,2.466409334444791,57.338429409016776
עלי חסה שטופים,0.013698592426300768,2.051293004850563,2.937434799825865,69.83280122412134
עלי תרד שטופים,9.610939494891582,0.675751473585389,1.243633892928826,54.33684924700446
עלים לבישול אחרים,0.0,0.7449220253900735,1.1459733319552947,65.00343460166431
ערק + אניס,5.1131153900060005,14.076888882897626,14.455072772272533,97.38372891418207
פופ קורן למיקרו,98.83139869240827,3.741928333558507,4.907149278322646,76.25462608379354
פטרוזליה,0.0,2.140306564039598,9.48801378230965,22.558004374215685
פיצוחים,28.789005156842716,20.268156881279374,29.161797941986592,69.50242547321704
פירות יבשים,31.452923363556796,3.3762638460704135,8.12358980503037,41.561230036254784
פירות ים קפואים,92.80405209025902,2.0035018550223103,4.5383492794267015,44.14604808194487
פירות קפואים,26.777122139904563,6.33240956169068,9.324969182311142,67.90810176298328
פיתות ארוזות,3.244239772436166,44.31569549220284,54.834271549605816,80.81751474005203
פסטה,48.90645953100429,23.52113820402066,28.33279040461952,83.01737269120395
פסטרמות ונקניקים ארוזים,0.020340046916935223,44.156609068722666,45.83345539694747,96.34143593647428
פתי בר,7.154584890563852,10.810937215391935,11.840090963909873,91.30788984936913
פתיתים,2.095032604041315,6.891869307212609,7.453923795857917,92.4596158474596
קוסקוס,34.364021979012136,4.830788334027547,5.431241213635171,88.94446304280902
קופסאות שימורי בשר,50.02691282454307,0.0037454159944699996,0.20008163679104,1.871943899770079
קורנית,0.0,0.11980025292375028,0.3928416177950678,30.495814979116094
קטניות,41.08618629741617,13.750614871624215,17.56880546828763,78.26721569912426
קטשופ,30.37087710430685,13.002805292531653,13.290633741113282,97.83435121162611
קמח,9.27602731307472,18.89848073947903,29.03363231308477,65.09168586171677
קפה אספרסו,45.20264582937279,19.468252256309974,21.952386030558266,88.68399193240172
קפה טורקי,0.0271689598140442,28.329460153199634,30.011598582581808,94.39503888886993
קפה נמס,68.43701493703507,44.77671272496369,46.05212832341368,97.23049586439733
קצביה טרי ארוז,0.0,0.3223765325874466,1.1746389861934048,27.444732924466987
קציצות מן הצומח,41.89283577177336,3.172350351170249,3.476059735633628,91.26282608581184
קצפות,100.0,0.7374609578399564,0.7437445078399564,99.15514670242753
קרם עיניים,92.64938880087395,0.29688463624484707,0.5225157091435043,56.81831781316078
קרם פנים,76.1559148437912,1.5218209604777757,2.1249120276982616,71.61806891959834
קרם פנים לגבר,100.0,0.018394653572197224,0.018394653572197224,100.0
קרקרים,4.4062977823557485,16.434325501812697,17.38138865834948,94.55128025066143
רוזמרין,0.0,0.06397435728651384,0.2654686082710446,24.098652455809663
רוקט,0.0,0.17435830429332305,1.1023083856188427,15.817561271244184
ריבות/קונפיטורות,51.586038812592825,4.350837877641957,5.505333730433146,79.02950285449168
שום מצונן/בצל מטוגן,0.0,0.610123288388126,0.7356312681996742,82.93873775666083
שוקו,14.068677573826745,8.125141575038459,9.427827862611894,86.18254059623298
שוקולד טבלאות מאגדת,15.118541502756926,20.75629767534366,20.88522878592106,99.3826684308849
שטיפות פה,83.68604156641732,5.469466723410725,5.735205514644686,95.36653411014821
שיבה,0.0,0.0005505731080400001,0.009419016521682588,5.845335410258386
שימורי דגים,56.87700791742056,8.047466237083734,11.680467347606191,68.89678295905678
שימורי זיתים ירוקים/מיקס,0.8086785619995729,14.232409872150125,17.869913195387895,79.64453837315457
שימורי זיתים שחורים,8.028533971953907,2.883793961732942,3.2465408778009914,88.82666414125819
שימורי טונה,80.8709244975943,57.476999661313755,67.30743678505144,85.39472368390508
שימורי ירקות,27.706518769977823,19.898725406793794,23.58221358904838,84.38022720663847
שימורי ירקות כבושים,15.958821244204941,2.6133853441238046,3.188193493479245,81.97072572505134
שימורי מלפפונים,3.4610754407280777,15.482937907785622,19.067135307952913,81.20222391943524
שימורי עגבניות,36.046386575967375,33.24479619464731,37.378238070683366,88.94158181501334
שימורי פיטריות,85.3739260727218,3.152353762624775,3.9495389529730467,79.81574052464569
שימורי פירות וקוקטלים,46.11559170664027,3.5662703797394824,4.7673707210369445,74.80581201714868
שמיר,0.0,1.408357243183607,3.1863252641846747,44.20004633594685
שמן זית,41.81438035179135,17.713787791768212,35.106880700814116,50.45674078175061
שמנים רגילים,32.22197767733452,35.09202941966289,45.653031749902404,76.86681053715105
שמפו,38.67700019014497,25.817392267244955,29.385279318668385,87.85825034116057
שמפו לגבר,0.04185475707750963,0.13389924492882,0.23330806003379675,57.3916070063861
שמפו+מרכך,80.05215834504403,0.706635522819995,0.8263979799523711,85.50789570670557
שמפו/מרכך לילדים,7.016342231153773,2.727235440163871,3.1875230123755007,85.55970983034251
שניצל  מן הצומח,0.58979993805303,15.626027176768458,15.9783711889636,97.79486902620894
תבלינים במיכל,15.208284333036149,10.974956707052906,14.335254427965761,76.55920417877302
תבלינים בשקית,26.789908180380312,3.9270814712562014,6.025311644163815,65.17640419578989
תבלינים ורטבים קפואים,2.142973372958825,3.083836683701052,3.472049172981376,88.8189230641865
תה בתפזורת,4.680055670142324,0.1347656494653734,0.15698203115272338,85.84781868076588
תה ירוק,3.9169140062131187,3.653882152987656,4.103192496147153,89.04973764741982
תה פירות,17.666295986776674,0.012548001852649999,0.09369229415375,13.392778953687058
תה קר,2.890525162393204,17.183388805500982,17.270000763619123,99.49848318304306
תה שחור בטעמים,3.239285306403262,1.2913596921572592,1.636170777069201,78.92572769637246
תה שחור טהור,4.636092176198434,1.7287987972985541,1.8699666509756157,92.45078228515946
תחליף קפה,30.89943183211863,0.14269721988161854,0.19429349835485313,73.44415592383831
תחליפי חלב אם חלבי,40.14909460997758,49.17561775809247,49.17561775809248,99.99999999999997
תחליפי חלב וטופו,8.808595719622197,15.123720623262756,18.87550410626701,80.12353226763045
תחליפי לחם,7.328432747367055,30.47944019546382,39.28882799415395,77.57788091820673
תכשיר הגנה מהשמש לפנים,9.37790199829302,3.474906710613106,4.2852225988880654,81.09045984016744
תכשירי הגנה מהשמש לילדים,4.764538313200712,3.349379905665848,3.858946486131853,86.79518924926097
תכשירי הגנה מהשמש למבוגרים,11.123695520912303,6.856938263368506,9.05223107139356,75.74859953627879
תכשירי הגנה מהשמש לתינוקות,0.0,0.270984999276582,0.3179109273375618,85.23928433225785
תכשירי טיפוח וניקוי תינוקות,28.4693468356884,10.002921661813518,11.788838366806194,84.85078300826248
תכשירי טיפול לעובש ולחות,59.14929211414622,0.8492614864396382,0.8492614864396382,100.0
תכשירי ניקוי כלי כסף ונחושת,24.518721521797772,0.24602087004978304,0.2869095459751839,85.74858295968392
תכשירי ניקוי רצפות,9.342639472842038,14.544070720153805,18.369151713564204,79.17660514183748
תכשירי ניקוי שטיחים,19.692309131745564,0.775809548979319,0.8119160389567991,95.55292810524202
תכשירים לגילוח,88.46275982179905,1.8663991819961179,1.9961099980490842,93.50182023136298
תכשירים לניקוי חלונות,35.91346549114986,2.322742206363161,2.8476822210232604,81.56606060940774
תכשירים לפתיחת סתימות,10.487139443435334,0.9192535168717471,1.08456419039232,84.75787095084017
תערובות לסלט,0.6553699112434742,0.05904477210981407,0.07517031189378426,78.54799404483568
תרד,0.0,0.3948702079642853,1.0634736053490608,37.13023115742287
