ctg,dep,rev,fx_v2,fx_dom,fx_imp,imp_share,unk_share,identified,n_pairs,simple_score,complex_score
תכשירי הגנה מהשמש לילדים,מוצרי שיזוף והגנה מהשמש,80.81834848468236,22.135392948542755,21.775000000000002,36.85,2.0171505453806495,2.0682801622035796,84.37608059361315,8,55.0,55.0
תכשירי הגנה מהשמש למבוגרים,מוצרי שיזוף והגנה מהשמש,171.6737412827272,22.973668222987637,21.775000000000002,36.85,6.192071166893034,3.4384486380477357,77.87432005851664,13,55.0,54.99999999999999
תכשירי הגנה מהשמש לתינוקות,מוצרי שיזוף והגנה מהשמש,9.866595977139395,21.775000000000006,21.775000000000002,36.85,0.0,0.0,84.40603128726113,4,55.0,55.0
תכשירי טיפוח וניקוי תינוקות,אביזרים ומוצרי תינוקות,521.962960805944,32.28801613919438,31.675,42.0,4.1119273238320355,25.33782948444936,69.25698510052266,33,55.0,55.772592829116206
תכשירי טיפול לעובש ולחות,ניקוי הבית,39.019659364982274,29.03387377181342,28.525000000000002,42.0,3.7245889673553294,1.3727192968490387,98.62728070315096,5,55.0,56.373151227509766
תכשירי ניקוי כלי כסף ונחושת,ניקוי הבית,14.073787111406808,34.74316803220356,28.525000000000002,42.0,34.70655113754318,19.14949736191519,75.2103793523032,11,55.0,62.43596713049392
תכשירי ניקוי רצפות,ניקוי הבית,826.4997927208831,29.58595039623096,28.525000000000002,42.0,6.2582360539546915,4.069965068652204,79.4850834936507,29,55.0,56.34710580593507
תכשירי ניקוי שטיחים,ניקוי הבית,42.851150515478544,29.414320434028355,28.525000000000002,42.0,6.311500141970895,3.0029823358048846,95.63196926423788,8,55.0,56.47715216392073
תכשירים לגילוח,מוצרי גילוח,101.666170256963,35.640722446626455,24.99,37.400000000000006,82.14737120353618,0.006236834251623371,95.71640625737912,9,55.0,71.98626150098407
תכשירים לניקוי חלונות,ניקוי הבית,149.07087991992788,32.107976209514575,28.525000000000002,42.0,19.44202323854277,14.166749182837181,73.11833733187349,17,55.0,59.68751178459876
תכשירים לפתיחת סתימות,ניקוי הבית,53.95612383999185,28.525000000000006,28.525000000000002,42.0,0.0,15.231773964706479,75.47923276536144,5,55.0,54.99999999999999
תערובות לסלט,אורז קטניות פסטה תבשילים ותערובות,6.082586619202585,56.25000000000001,47.99999999999999,56.25,31.18776098060053,68.81223901939948,31.18776098060053,4,90.0,90.91547606868669
תרד,עלים ותבלינים טריים,58.71232845705131,11.225760348653846,8.84,40.8,0.36566911040210726,27.047246807784166,19.730272486213988,14,15.0,15.000000000000002
