mfr,ctg,dep,rev,mat,imp_mat,m_retail,land,role,core_dom,imp_kind,core_imp,core,identified,fx
תנובה חלב,גבינות מיוחדות מדף,מוצרי חלב ותחליפיו,524.2302001884864,0.55,0.12,0.25,0.65,DOM,0.136,,0.65,0.136,0.9139271174273227,13.600000000000001
ג. וילי פוד,גבינות מלוחות מדף,מוצרי חלב ותחליפיו,40.754371775473714,0.55,0.12,0.25,0.65,IMP,0.136,TRADER,0.77,0.77,0.9655693124543326,77.0
פאן אינטר,גבינות מלוחות מדף,מוצרי חלב ותחליפיו,15.002456468273166,0.55,0.12,0.25,0.65,IMP,0.136,MIXED,0.65,0.65,0.9655693124543326,65.0
גבינות משק יעקבס,גבינות מלוחות מדף,מוצרי חלב ותחליפיו,26.36444896300489,0.55,0.12,0.25,0.65,DOM,0.136,,0.65,0.136,0.9655693124543326,13.600000000000001
מחלבות גד,גבינות מלוחות מדף,מוצרי חלב ותחליפיו,871.1632824315136,0.55,0.12,0.25,0.65,DOM,0.136,,0.65,0.136,0.9655693124543326,13.600000000000001
ספק כללי,גבינות מלוחות מדף,מוצרי חלב ותחליפיו,1.825781928800121,0.55,0.12,0.25,0.65,BUCKET,0.136,,0.65,0.15673468083703754,0.9655693124543326,15.673468083703753
שיווק הבשן,גבינות מלוחות מדף,מוצרי חלב ותחליפיו,0.12410004938005001,0.55,0.12,0.25,0.65,UNK,0.136,,0.65,0.15673468083703754,0.9655693124543326,15.673468083703753
יצרן פרטי,גבינות צהובות מדף,מוצרי חלב ותחליפיו,155.42394927710762,0.55,0.12,0.25,0.65,BUCKET,0.136,,0.65,0.16301469009089178,0.927366718326084,16.30146900908918
יורם תמיר בעמ,גבינות צהובות מדף,מוצרי חלב ותחליפיו,1.4006351338744314,0.55,0.12,0.25,0.65,UNK,0.136,,0.65,0.16301469009089178,0.927366718326084,16.30146900908918
תנובה חלב,גבינות צהובות מדף,מוצרי חלב ותחליפיו,2855.8821046960684,0.55,0.12,0.25,0.65,DOM,0.136,,0.65,0.136,0.927366718326084,13.600000000000001
ג. וילי פוד,גבינות שמנת,מוצרי חלב ותחליפיו,21.11134430609616,0.55,0.12,0.25,0.65,IMP,0.136,TRADER,0.77,0.77,0.9905984425567711,77.0
גבינות משק יעקבס,גבינות שמנת,מוצרי חלב ותחליפיו,27.098086831643464,0.55,0.12,0.25,0.65,DOM,0.136,,0.65,0.136,0.9905984425567711,13.600000000000001
מחלבות גד,גבינות שמנת,מוצרי חלב ותחליפיו,178.15962458748768,0.55,0.12,0.25,0.65,DOM,0.136,,0.65,0.136,0.9905984425567711,13.600000000000001
"שטראוס גרופ בע""מ",גבינות שמנת,מוצרי חלב ותחליפיו,60.91774107399498,0.55,0.12,0.25,0.65,DOM,0.136,,0.65,0.136,0.9905984425567711,13.600000000000001
גבינות משק יעקבס,גבינת לאבנה,מוצרי חלב ותחליפיו,9.573120524863686,0.55,0.12,0.25,0.65,DOM,0.136,,0.65,0.136,0.9706256329773125,13.600000000000001
מחלבות גד,גבינת לאבנה,מוצרי חלב ותחליפיו,130.45266105183893,0.55,0.12,0.25,0.65,DOM,0.136,,0.65,0.136,0.9706256329773125,13.600000000000001
מחלבת אבו עאדל בוקאעי,גבינת לאבנה,מוצרי חלב ותחליפיו,0.65847848,0.55,0.12,0.25,0.65,DOM,0.136,,0.65,0.136,0.9706256329773125,13.600000000000001
"שטראוס גרופ בע""מ",גבינת לאבנה,מוצרי חלב ותחליפיו,38.842822254727295,0.55,0.12,0.25,0.65,DOM,0.136,,0.65,0.136,0.9706256329773125,13.600000000000001
מחלבות גד,חלב,מוצרי חלב ותחליפיו,0.45143123628561155,0.55,0.12,0.25,0.65,DOM,0.136,,0.65,0.136,0.9878095992145343,13.600000000000001
"שטראוס גרופ בע""מ",חלב,מוצרי חלב ותחליפיו,1237.0480773447505,0.55,0.12,0.25,0.65,DOM,0.136,,0.65,0.136,0.9878095992145343,13.600000000000001
החברה המרכזית למשקאות קלים,חמאה,מוצרי חלב ותחליפיו,28.28039301461157,0.55,0.12,0.25,0.65,DOM,0.136,,0.65,0.136,0.9426778902303783,13.600000000000001
"קבוצת שטראוס בע""מ",חמאה,מוצרי חלב ותחליפיו,20.805993095965043,0.55,0.12,0.25,0.65,DOM,0.136,,0.65,0.136,0.9426778902303783,13.600000000000001
החברה המרכזית למשקאות קלים,יוגורט,מוצרי חלב ותחליפיו,829.404780886749,0.55,0.12,0.25,0.65,DOM,0.136,,0.65,0.136,0.9905003084823975,13.600000000000001
חוות הבופלו,יוגורט,מוצרי חלב ותחליפיו,1.6688907400840896,0.55,0.12,0.25,0.65,UNK,0.136,,0.65,0.14222546376336268,0.9905003084823975,14.222546376336268
מחלבת טל,יוגורט,מוצרי חלב ותחליפיו,12.614062756621305,0.55,0.12,0.25,0.65,DOM,0.136,,0.65,0.136,0.9905003084823975,13.600000000000001
תנובה חלב,יוגורט חלבון,מוצרי חלב ותחליפיו,670.3573030665445,0.55,0.12,0.25,0.65,DOM,0.136,,0.65,0.136,1.0,13.600000000000001
יצרן פרטי,מוצרלה טרייה,מוצרי חלב ותחליפיו,3.2652495099999994,0.55,0.15,0.25,0.65,BUCKET,0.15250000000000002,,0.65,0.22173128820302626,0.9493526522892116,22.173128820302626
החברה המרכזית למשקאות קלים,מיכלי שמנת מתוקה,מוצרי חלב ותחליפיו,76.95966179707023,0.55,0.12,0.25,0.65,DOM,0.136,,0.65,0.136,0.9899140772233243,13.600000000000001
נטורפוד,מיכלי שמנת מתוקה,מוצרי חלב ותחליפיו,1.8071241356152516,0.55,0.12,0.25,0.65,DOM,0.136,,0.65,0.136,0.9899140772233243,13.600000000000001
תנובה חלב,מעדני חלב לפעוטות,מוצרי חלב ותחליפיו,77.34997580973324,0.55,0.12,0.25,0.65,DOM,0.136,,0.65,0.136,1.0,13.600000000000001
סיימן,מעדנים,מוצרי חלב ותחליפיו,0.13969558494021686,0.55,0.12,0.25,0.65,IMP,0.136,MIXED,0.65,0.65,0.9609371417771732,65.0
פאן אינטר,מרגרינה,מוצרי חלב ותחליפיו,1.872325273540934,0.55,0.15,0.25,0.65,IMP,0.15250000000000002,MIXED,0.65,0.65,0.9850032411773738,65.0
וגה,מרגרינה,מוצרי חלב ותחליפיו,4.097010593075104,0.55,0.15,0.25,0.65,UNK,0.15250000000000002,,0.65,0.4266899353080968,0.9850032411773738,42.66899353080968
"שטראוס גרופ בע""מ",מרגרינה,מוצרי חלב ותחליפיו,90.07393534323596,0.55,0.15,0.25,0.65,DOM,0.15250000000000002,,0.65,0.15250000000000002,0.9850032411773738,15.250000000000002
החברה המרכזית למשקאות קלים,משקאות חלב,מוצרי חלב ותחליפיו,337.97514215411854,0.55,0.12,0.25,0.65,DOM,0.136,,0.65,0.136,0.9995945355588106,13.600000000000001
הרדוף,משקאות תחליפי חלב מצונן,מוצרי חלב ותחליפיו,0.3997256910268203,0.55,0.12,0.25,0.65,UNK,0.136,,0.65,0.13614321598242865,0.999738452251047,13.614321598242865
הרדוף,משקאות תחליפי חלב עמיד,מוצרי חלב ותחליפיו,6.046324629972125,0.55,0.12,0.25,0.65,UNK,0.136,,0.65,0.24094497475366133,0.9004355151653713,24.094497475366133
דילר בי.אמ.די,קוטג,מוצרי חלב ותחליפיו,0.2449722338197254,0.55,0.12,0.25,0.65,IMP,0.136,MIXED,0.65,0.65,1.0,65.0
"גורמן פוד טריידינג בע""מ",תחליפי חלב וטופו,מוצרי חלב ותחליפיו,5.054840628408652,0.55,0.12,0.25,0.65,UNK,0.136,,0.65,0.16404038348664118,0.7732102043598078,16.40403834866412
דילר בי.אמ.די,תחליפי חלב וטופו,מוצרי חלב ותחליפיו,11.316136153178377,0.55,0.12,0.25,0.65,IMP,0.136,MIXED,0.65,0.65,0.7732102043598078,65.0
דיפלומט,תחליפי חלב וטופו,מוצרי חלב ותחליפיו,18.358770244489,0.55,0.12,0.25,0.65,IMP,0.136,BRAND,0.55,0.55,0.7732102043598078,55.00000000000001
הרדוף,תחליפי חלב וטופו,מוצרי חלב ותחליפיו,0.5022028756122568,0.55,0.12,0.25,0.65,UNK,0.136,,0.65,0.16404038348664118,0.7732102043598078,16.40403834866412
"טופו קדיתא בע""""מ",תחליפי חלב וטופו,מוצרי חלב ותחליפיו,1.0717634330111598,0.55,0.12,0.25,0.65,UNK,0.136,,0.65,0.16404038348664118,0.7732102043598078,16.40403834866412
אמריקן סוי פרודקטס,תחליפי חלב וטופו,מוצרי חלב ותחליפיו,2.531199632589395,0.55,0.12,0.25,0.65,IMP,0.136,TRADER,0.77,0.77,0.7732102043598078,77.0
משק ויילר,תחליפי חלב וטופו,מוצרי חלב ותחליפיו,154.55426091449544,0.55,0.12,0.25,0.65,DOM,0.136,,0.65,0.136,0.7732102043598078,13.600000000000001
סיימן,תחליפי חלב וטופו,מוצרי חלב ותחליפיו,0.9098929427446785,0.55,0.12,0.25,0.65,IMP,0.136,MIXED,0.65,0.65,0.7732102043598078,65.0
גלידות פלדמן,מגבות נייר,מוצרי נייר,2.5151232356216613,0.5,0.75,0.28,0.65,UNK,0.445,,0.65,0.44628025564668017,0.6587699688424402,44.628025564668015
"ר. שמאי יבוא ושיווק בע""מ",מגבות נייר,מוצרי נייר,3.725539580748897,0.5,0.75,0.28,0.65,IMP,0.445,TRADER,0.77,0.77,0.6587699688424402,77.0
יצרן פרטי,מגבות נייר,מוצרי נייר,458.77147252615634,0.5,0.75,0.28,0.65,BUCKET,0.445,,0.65,0.44628025564668017,0.6587699688424402,44.628025564668015
שניב תעשיות נייר בעמ,מגבות נייר,מוצרי נייר,6.586900374818219,0.5,0.75,0.28,0.65,DOM,0.445,,0.65,0.445,0.6587699688424402,44.5
א.מ דיוויסלי בעמ,נייר טואלט,מוצרי נייר,0.5199989808466682,0.5,0.75,0.28,0.65,UNK,0.445,,0.65,0.4485615684761758,0.782101511936261,44.85615684761758
וואטנפיס,נייר טואלט,מוצרי נייר,0.1317666832625032,0.5,0.75,0.28,0.65,UNK,0.445,,0.65,0.4485615684761758,0.782101511936261,44.85615684761758
ביכורי שדה,נייר טואלט,מוצרי נייר,0.33964409814307506,0.5,0.75,0.28,0.65,DOM,0.445,,0.65,0.445,0.782101511936261,44.5
חי מוצרי נייר,נייר טואלט,מוצרי נייר,0.7403794797772434,0.5,0.75,0.28,0.65,UNK,0.445,,0.65,0.4485615684761758,0.782101511936261,44.85615684761758
סנו,נייר טואלט,מוצרי נייר,687.0575719955091,0.5,0.75,0.28,0.65,DOM,0.445,,0.65,0.445,0.782101511936261,44.5
ספק כללי,נייר טואלט,מוצרי נייר,15.599670502750207,0.5,0.75,0.28,0.65,BUCKET,0.445,,0.65,0.4485615684761758,0.782101511936261,44.85615684761758
חמים וטעים ב,חטיפים מן הצומח,מזון מוכן קפוא מן הצומח,0.019088573609634195,0.5,0.85,0.28,0.65,UNK,0.495,,0.65,0.6409225883101864,0.9434940491764522,64.09225883101864
קבוצת אסם סחר,חטיפים מן הצומח,מזון מוכן קפוא מן הצומח,85.02022426955767,0.5,0.85,0.28,0.65,IMP,0.495,TRADER,0.77,0.77,0.9434940491764522,77.0
יצרן פרטי,קציצות מן הצומח,מזון מוכן קפוא מן הצומח,1.5633979376503055,0.5,0.85,0.28,0.65,BUCKET,0.495,,0.65,0.6689625763087367,0.9262318401126859,66.89625763087366
קבוצת אסם סחר,שניצל  מן הצומח,מזון מוכן קפוא מן הצומח,337.2154779968723,0.5,0.85,0.28,0.65,IMP,0.495,TRADER,0.77,0.77,0.9559260521748679,77.0
"בלו פיש  גורמה סולושנס בע""מ",דג מעושן כבוש ארוז,מזון מקורר ארוז,0.06349362967218013,0.5,0.45,0.27,0.65,UNK,0.29500000000000004,,0.65,0.5704011012694352,0.7754402418932974,57.040110126943524
דילר בי.אמ.די,דג מעושן כבוש ארוז,מזון מקורר ארוז,172.4127095861212,0.5,0.45,0.27,0.65,IMP,0.29500000000000004,MIXED,0.65,0.65,0.7754402418932974,65.0
יצרן לא ידוע,דג מעושן כבוש ארוז,מזון מקורר ארוז,3.772271752058976,0.5,0.45,0.27,0.65,BUCKET,0.29500000000000004,,0.65,0.5704011012694352,0.7754402418932974,57.040110126943524
"נטו סחר בע""מ",דג מעושן כבוש ארוז,מזון מקורר ארוז,182.1040256682989,0.5,0.45,0.27,0.65,IMP,0.29500000000000004,TRADER,0.77,0.77,0.7754402418932974,77.0
תנובה תשלובת המותגים,דג מעושן כבוש ארוז,מזון מקורר ארוז,12.742881736697779,0.5,0.45,0.27,0.65,DOM,0.29500000000000004,,0.65,0.29500000000000004,0.7754402418932974,29.500000000000004
יצרן פרטי,חמוצים טריים,מזון מקורר ארוז,0.8869979766015283,0.5,0.45,0.27,0.65,BUCKET,0.29500000000000004,,0.65,0.6425322881043911,0.3010533702468845,64.25322881043911
י.איטליאנו אחזקות,מוצרי בצק טרי,מזון מקורר ארוז,10.541576836140367,0.5,0.45,0.27,0.65,UNK,0.29500000000000004,,0.65,0.2992812935783413,0.9452531626579168,29.92812935783413
"שטראוס גרופ בע""מ",מוצרי בצק טרי,מזון מקורר ארוז,178.91348869049935,0.5,0.45,0.27,0.65,DOM,0.29500000000000004,,0.65,0.29500000000000004,0.9452531626579168,29.500000000000004
זוגלובק,נקניקיות מצוננות,מזון מקורר ארוז,468.5152148857489,0.5,0.45,0.27,0.65,DOM,0.29500000000000004,,0.65,0.29500000000000004,0.9229312135886807,29.500000000000004
מעדני יחיעם,נקניקיות מצוננות,מזון מקורר ארוז,124.54575941076749,0.5,0.45,0.27,0.65,DOM,0.29500000000000004,,0.65,0.29500000000000004,0.9229312135886807,29.500000000000004
תנובה תשלובת המותגים,נקניקיות מצוננות,מזון מקורר ארוז,360.3147889089469,0.5,0.45,0.27,0.65,DOM,0.29500000000000004,,0.65,0.29500000000000004,0.9229312135886807,29.500000000000004
יצרן פרטי,נקניקים יבשים,מזון מקורר ארוז,18.376499799470658,0.5,0.45,0.27,0.65,BUCKET,0.29500000000000004,,0.65,0.29500000000000004,0.9269586257815307,29.500000000000004
עוף טוב,נקניקים יבשים,מזון מקורר ארוז,8.922858573327106,0.5,0.45,0.27,0.65,DOM,0.29500000000000004,,0.65,0.29500000000000004,0.9269586257815307,29.500000000000004
מעדני קיבוץ מזרע,פסטרמות ונקניקים ארוזים,מזון מקורר ארוז,38.233576428950585,0.5,0.45,0.27,0.65,DOM,0.29500000000000004,,0.65,0.29500000000000004,0.9412048151054587,29.500000000000004
ספק כללי,פסטרמות ונקניקים ארוזים,מזון מקורר ארוז,8.170687839069315,0.5,0.45,0.27,0.65,BUCKET,0.29500000000000004,,0.65,0.2950000000000001,0.9412048151054587,29.50000000000001
ש.ב מטעם בעמ,פסטרמות ונקניקים ארוזים,מזון מקורר ארוז,12.0087360751021,0.5,0.45,0.27,0.65,UNK,0.29500000000000004,,0.65,0.2950000000000001,0.9412048151054587,29.50000000000001
בטר אנד דיפרנט,מזון תינוקות/ילדים אחר,מזון תינוקות/ילדים,0.010607504716733229,0.4,0.7,0.28,0.6,DOM,0.35,,0.6,0.35,0.6419365449836092,35.0
גורי בעמ,מזון תינוקות/ילדים אחר,מזון תינוקות/ילדים,12.925495439843502,0.4,0.7,0.28,0.6,DOM,0.35,,0.6,0.35,0.6419365449836092,35.0
פרומדיקו,מזון תינוקות/ילדים אחר,מזון תינוקות/ילדים,0.6178976936040664,0.4,0.7,0.28,0.6,UNK,0.35,,0.6,0.4945079318019374,0.6419365449836092,49.45079318019374
אסם-נסטלה,מזון תינוקות/ילדים אחר,מזון תינוקות/ילדים,5.156548558218802,0.4,0.7,0.28,0.6,DOM,0.35,,0.6,0.35,0.6419365449836092,35.0
"ניאופרם (יבוא) 1966 בע""מ",מחיות לתינוק,מזון תינוקות/ילדים,1.3359509937222378,0.4,0.7,0.28,0.6,IMP,0.35,BRAND,0.5,0.5,0.831073547434602,50.0
יצרן פרטי,מחיות לתינוק,מזון תינוקות/ילדים,10.936765279588828,0.4,0.7,0.28,0.6,BUCKET,0.35,,0.6,0.3923882049585395,0.831073547434602,39.23882049585395
דיפלומט,תחליפי חלב אם חלבי,מזון תינוקות/ילדים,684.0089707718796,0.55,0.12,0.28,0.6,IMP,0.136,BRAND,0.5,0.5,1.0,50.0
ג'נרל מילס,כריכים,מזנונים,2.3640137603418627,0.45,0.4,0.32,0.6,IMP,0.25,BRAND,0.5,0.5,0.7028088981561661,50.0
"קבוצת שטראוס בע""מ",מסטיקים ללא סוכר,מסטיקים,2.0468629773442593,0.3,0.85,0.3,0.6,DOM,0.325,,0.6,0.325,0.9932959794361144,32.5
יוגטה,מסטיקים עם סוכר,מסטיקים,2.9165317441026453,0.3,0.85,0.3,0.6,DOM,0.325,,0.6,0.325,0.8545388381212687,32.5
טוק טוק,מסטיקים עם סוכר,מסטיקים,3.54093348640811,0.3,0.85,0.3,0.6,UNK,0.325,,0.6,0.48578561630023015,0.8545388381212687,48.57856163002302
מ.מסטיקס,מסטיקים עם סוכר,מסטיקים,0.4265360278257114,0.3,0.85,0.3,0.6,UNK,0.325,,0.6,0.48578561630023015,0.8545388381212687,48.57856163002302
ג. וילי פוד,גבינות מיוחדות במשקל,מעדניה חלבית,78.26343110692653,0.55,0.12,0.28,0.65,IMP,0.136,TRADER,0.77,0.77,0.832867370457561,77.0
פאן אינטר,גבינות מיוחדות במשקל,מעדניה חלבית,87.02013604464099,0.55,0.12,0.28,0.65,IMP,0.136,MIXED,0.65,0.65,0.832867370457561,65.0
גבינות משק יעקבס,גבינות מיוחדות במשקל,מעדניה חלבית,70.82061365240577,0.55,0.12,0.28,0.65,DOM,0.136,,0.65,0.136,0.832867370457561,13.600000000000001
מחלבות גד,גבינות מיוחדות במשקל,מעדניה חלבית,357.4878209489602,0.55,0.12,0.28,0.65,DOM,0.136,,0.65,0.136,0.832867370457561,13.600000000000001
מחלבת עברי,גבינות מיוחדות במשקל,מעדניה חלבית,1.3102278614308358,0.55,0.12,0.28,0.65,DOM,0.136,,0.65,0.136,0.832867370457561,13.600000000000001
ספק כללי,גבינות מיוחדות במשקל,מעדניה חלבית,66.78965673884774,0.55,0.12,0.28,0.65,BUCKET,0.136,,0.65,0.33527830792815705,0.832867370457561,33.527830792815706
"שטראוס גרופ בע""מ",גבינות מיוחדות במשקל,מעדניה חלבית,1.2443009906709621,0.55,0.12,0.28,0.65,DOM,0.136,,0.65,0.136,0.832867370457561,13.600000000000001
החברה המרכזית למשקאות קלים,גבינות מלוחות במשקל,מעדניה חלבית,13.689345078550009,0.55,0.12,0.28,0.65,DOM,0.136,,0.65,0.136,0.9549194515693592,13.600000000000001
החברה המרכזית למשקאות קלים,גבינות צהובות במשקל,מעדניה חלבית,212.6833435095503,0.55,0.12,0.28,0.65,DOM,0.136,,0.65,0.136,0.943479947255102,13.600000000000001
"קבוצת שטראוס בע""מ",גבינות צהובות במשקל,מעדניה חלבית,6.75689598987125,0.55,0.12,0.28,0.65,DOM,0.136,,0.65,0.136,0.943479947255102,13.600000000000001
החברה המרכזית למשקאות קלים,גבינות רכות מעדניה,מעדניה חלבית,1.7901739892030784,0.55,0.12,0.28,0.65,DOM,0.136,,0.65,0.136,0.6228881304814503,13.600000000000001
זנלכל,גבינות שמנת במשקל,מעדניה חלבית,0.29467550233736783,0.55,0.12,0.28,0.65,DOM,0.136,,0.65,0.136,0.9408027829742882,13.600000000000001
יצרן פרטי,גבינות שמנת במשקל,מעדניה חלבית,5.217668689873885,0.55,0.12,0.28,0.65,BUCKET,0.136,,0.65,0.14262420187111854,0.9408027829742882,14.262420187111854
תנובה חלב,גבינות שמנת במשקל,מעדניה חלבית,3.6548087666623745,0.55,0.12,0.28,0.65,DOM,0.136,,0.65,0.136,0.9408027829742882,13.600000000000001
"מחלבות רג'ב בע""מ",לאבנה מעדניה,מעדניה חלבית,0.23519913017031147,0.55,0.12,0.28,0.65,DOM,0.136,,0.65,0.136,0.5468986228152589,13.600000000000001
מחלבת המושבה בע'מ,לאבנה מעדניה,מעדניה חלבית,8.12616217173615,0.55,0.12,0.28,0.65,DOM,0.136,,0.65,0.136,0.5468986228152589,13.600000000000001
איסבקו חברה ישראלית למשקאות בעמ,משקאות ברנדי/קוניאק,משקאות חריפים,5.28626286465429,0.35,0.85,0.22,0.7,UNK,0.3675,,0.7,0.5200749390831257,0.63158322701151,52.007493908312576
החברה המרכזית למשקאות קלים,משקאות ברנדי/קוניאק,משקאות חריפים,9.441493050207384,0.35,0.85,0.22,0.7,DOM,0.3675,,0.7,0.3675,0.63158322701151,36.75
מ.אקרמן,משקאות ברנדי/קוניאק,משקאות חריפים,4.659637598575848,0.35,0.85,0.22,0.7,IMP,0.3675,TRADER,0.82,0.82,0.63158322701151,82.0
טמפו,משקאות ברנדי/קוניאק,משקאות חריפים,15.80554623520898,0.35,0.85,0.22,0.7,DOM,0.3675,,0.7,0.3675,0.63158322701151,36.75
אלפא מגה פוד בעמ,משקאות ברנדי/קוניאק,משקאות חריפים,0.6424537972290905,0.35,0.85,0.22,0.7,UNK,0.3675,,0.7,0.5200749390831257,0.63158322701151,52.007493908312576
החברה המרכזית למשקאות קלים,משקאות וודקה,משקאות חריפים,18.155322533173244,0.35,0.85,0.22,0.7,DOM,0.3675,,0.7,0.3675,0.8741268458341934,36.75
טמפו,משקאות וודקה,משקאות חריפים,153.54153466218855,0.35,0.85,0.22,0.7,DOM,0.3675,,0.7,0.3675,0.8741268458341934,36.75
מ.אקרמן,משקאות וודקה,משקאות חריפים,383.1395075590181,0.35,0.85,0.22,0.7,IMP,0.3675,TRADER,0.82,0.82,0.8741268458341934,82.0
הכרם,משקאות וויסקי,משקאות חריפים,73.30037258886111,0.35,0.85,0.22,0.7,DOM,0.3675,,0.7,0.3675,0.814425440791355,36.75
"יורוסטנדרט בע""מ",משקאות וויסקי,משקאות חריפים,3.2692697354456213,0.35,0.85,0.22,0.7,IMP,0.3675,TRADER,0.82,0.82,0.814425440791355,82.0
סאטורן גרופ בעמ,משקאות וויסקי,משקאות חריפים,0.91345542106506,0.35,0.85,0.22,0.7,UNK,0.3675,,0.7,0.4508559448433394,0.814425440791355,45.08559448433394
ספק כללי,משקאות וויסקי,משקאות חריפים,19.72509209160603,0.35,0.85,0.22,0.7,BUCKET,0.3675,,0.7,0.4508559448433394,0.814425440791355,45.08559448433394
"אלטרנטיבה סחר 2009 בע""מ",ערק + אניס,משקאות חריפים,1.5214677673750394,0.35,0.85,0.22,0.7,IMP,0.3675,TRADER,0.82,0.82,0.9540919485410283,82.0
יצרן לא ידוע,ערק + אניס,משקאות חריפים,0.14144020091412313,0.35,0.85,0.22,0.7,BUCKET,0.3675,,0.7,0.3783103523221287,0.9540919485410283,37.83103523221287
י.ד עסקים,ערק + אניס,משקאות חריפים,10.014121510409876,0.35,0.85,0.22,0.7,UNK,0.3675,,0.7,0.3783103523221287,0.9540919485410283,37.83103523221287
גורי בעמ,ערק + אניס,משקאות חריפים,0.5060459900000001,0.35,0.85,0.22,0.7,DOM,0.3675,,0.7,0.3675,0.9540919485410283,36.75
"יורוסטנדרט בע""מ",מים בבקבוק,משקאות לא אלכוהולים,20.06179112016678,0.2,0.2,0.28,0.65,IMP,0.11000000000000001,TRADER,0.77,0.77,0.9710322305297866,77.0
יפאורה תבורי,מים בבקבוק,משקאות לא אלכוהולים,484.6294196512431,0.2,0.2,0.28,0.65,DOM,0.11000000000000001,,0.65,0.11000000000000001,0.9710322305297866,11.000000000000002
מניה ואבידן,מים בבקבוק,משקאות לא אלכוהולים,2.574367531795085,0.2,0.2,0.28,0.65,UNK,0.11000000000000001,,0.65,0.11510630482636983,0.9710322305297866,11.510630482636982
ספק כללי,מים בבקבוק,משקאות לא אלכוהולים,5.319481344214606,0.2,0.2,0.28,0.65,BUCKET,0.11000000000000001,,0.65,0.11510630482636983,0.9710322305297866,11.510630482636982
עופר מיכל,מים בבקבוק,משקאות לא אלכוהולים,0.050404239120668944,0.2,0.2,0.28,0.65,UNK,0.11000000000000001,,0.65,0.11510630482636983,0.9710322305297866,11.510630482636982
טמפו,מים מוגזים,משקאות לא אלכוהולים,139.06052684537573,0.2,0.2,0.28,0.65,DOM,0.11000000000000001,,0.65,0.11000000000000001,0.9621542024310221,11.000000000000002
אדיר ר.י סחר,מיץ 100% ירק,משקאות לא אלכוהולים,0.3269789135052352,0.45,0.7,0.28,0.65,IMP,0.385,TRADER,0.77,0.77,0.7625561547644734,77.0
"דין שיווק וקליה בע""מ",מיץ 100% פרי,משקאות לא אלכוהולים,2.8422987316764163,0.45,0.7,0.28,0.65,IMP,0.385,MIXED,0.65,0.65,0.5889295423124472,65.0
סאן פוד טרייד 2016,מיץ 100% פרי,משקאות לא אלכוהולים,0.7913106606663871,0.45,0.7,0.28,0.65,UNK,0.385,,0.65,0.5909920794706752,0.5889295423124472,59.09920794706752
יפאורה תבורי,משקאות חמוציות,משקאות לא אלכוהולים,13.951531294507461,0.45,0.7,0.28,0.65,DOM,0.385,,0.65,0.385,0.9900173842835412,38.5
מניה ואבידן,משקאות חמוציות,משקאות לא אלכוהולים,0.2523232925860846,0.45,0.7,0.28,0.65,UNK,0.385,,0.65,0.3940152401541991,0.9900173842835412,39.40152401541991
החברה המרכזית למשקאות קלים,משקאות מוגזים טעמי פירות,משקאות לא אלכוהולים,351.1240993545486,0.3,0.55,0.28,0.65,DOM,0.23500000000000001,,0.65,0.23500000000000001,0.9820677454399994,23.5
טמפו,משקאות מוגזים טעמי פירות,משקאות לא אלכוהולים,44.651600549797905,0.3,0.55,0.28,0.65,DOM,0.23500000000000001,,0.65,0.23500000000000001,0.9820677454399994,23.5
אגס שיווק מוצרי טבע בעמ,משקאות מוגזים טעמי פירות,משקאות לא אלכוהולים,0.43467843599422984,0.3,0.55,0.28,0.65,UNK,0.23500000000000001,,0.65,0.24144335327947722,0.9820677454399994,24.144335327947722
אברהים ערטול,משקאות קלים,משקאות לא אלכוהולים,0.3118552880631213,0.35,0.45,0.28,0.65,UNK,0.2275,,0.65,0.22872725938674437,0.9665194572736849,22.87272593867444
בוסתן עשבי תיבול טריים,משקאות קלים,משקאות לא אלכוהולים,1.201144761487747,0.35,0.45,0.28,0.65,DOM,0.2275,,0.65,0.2275,0.9665194572736849,22.75
"גניר גן שמואל בע""מ",משקאות קלים,משקאות לא אלכוהולים,25.96225714368045,0.35,0.45,0.28,0.65,DOM,0.2275,,0.65,0.2275,0.9665194572736849,22.75
קוקו אופנה,משקאות קלים,משקאות לא אלכוהולים,0.08396760198330537,0.35,0.45,0.28,0.65,UNK,0.2275,,0.65,0.22872725938674437,0.9665194572736849,22.87272593867444
החברה המרכזית למשקאות קלים,משקאות קלים,משקאות לא אלכוהולים,650.2257485932544,0.35,0.45,0.28,0.65,DOM,0.2275,,0.65,0.2275,0.9665194572736849,22.75
טמפו,משקאות קלים,משקאות לא אלכוהולים,114.99774547150804,0.35,0.45,0.28,0.65,DOM,0.2275,,0.65,0.2275,0.9665194572736849,22.75
"מור ים מרקטינג בע""מ",משקאות קלים,משקאות לא אלכוהולים,4.108392616181889,0.35,0.45,0.28,0.65,UNK,0.2275,,0.65,0.22872725938674437,0.9665194572736849,22.87272593867444
פרוטרי שיווק,משקאות קלים,משקאות לא אלכוהולים,0.8582035289588599,0.35,0.45,0.28,0.65,DOM,0.2275,,0.65,0.2275,0.9665194572736849,22.75
ליברס,משקאות קלים,משקאות לא אלכוהולים,1.4866877135508685,0.35,0.45,0.28,0.65,UNK,0.2275,,0.65,0.22872725938674437,0.9665194572736849,22.87272593867444
יפאורה תבורי,משקה מוגז עדין בטעמים,משקאות לא אלכוהולים,169.51964235219856,0.35,0.45,0.28,0.65,DOM,0.2275,,0.65,0.2275,1.0,22.75
