mfr,ctg,dep,rev,mat,imp_mat,m_retail,land,role,core_dom,imp_kind,core_imp,core,identified,fx
אוהל שרה בעמ,אביזרי טיפול לתינוק,אביזרים ומוצרי תינוקות,1.294650954546789,0.45,0.85,0.3,0.6,UNK,0.4525,,0.6,0.706620166222859,0.28164823087761254,70.66201662228589
אלטמן רוקחות ושיווק,אביזרי טיפול לתינוק,אביזרים ומוצרי תינוקות,4.523800423965564,0.45,0.85,0.3,0.6,UNK,0.4525,,0.6,0.706620166222859,0.28164823087761254,70.66201662228589
ספק כללי,אביזרי טיפול לתינוק,אביזרים ומוצרי תינוקות,0.20489025000000002,0.45,0.85,0.3,0.6,BUCKET,0.4525,,0.6,0.706620166222859,0.28164823087761254,70.66201662228589
יצרן פרטי,חיתולים,אביזרים ומוצרי תינוקות,224.64778910667076,0.45,0.9,0.3,0.6,BUCKET,0.47500000000000003,,0.6,0.5,0.8483279092959605,50.0
בלמון/אינטרקוסמה,מגבונים לחים,אביזרים ומוצרי תינוקות,0.9105995939708142,0.45,0.9,0.3,0.6,UNK,0.47500000000000003,,0.6,0.5245835445253948,0.5186300926254285,52.45835445253948
יצרן לא ידוע,מגבונים לחים,אביזרים ומוצרי תינוקות,66.19884113154838,0.45,0.9,0.3,0.6,BUCKET,0.47500000000000003,,0.6,0.5245835445253948,0.5186300926254285,52.45835445253948
"ב.ה. דבליו יבוא ושיווק בע""מ",מגבונים לחים,אביזרים ומוצרי תינוקות,2.302912105287187,0.45,0.9,0.3,0.6,IMP,0.47500000000000003,TRADER,0.72,0.72,0.5186300926254285,72.0
גורי,מגבונים לחים,אביזרים ומוצרי תינוקות,0.16647811118666161,0.45,0.9,0.3,0.6,DOM,0.47500000000000003,,0.6,0.47500000000000003,0.5186300926254285,47.5
"מ.מסטיקס בע""מ",מגבונים לחים,אביזרים ומוצרי תינוקות,5.554603281473611,0.45,0.9,0.3,0.6,UNK,0.47500000000000003,,0.6,0.5245835445253948,0.5186300926254285,52.45835445253948
דיפלומט,מגבונים לחים,אביזרים ומוצרי תינוקות,28.949958420461634,0.45,0.9,0.3,0.6,IMP,0.47500000000000003,BRAND,0.5,0.5,0.5186300926254285,50.0
"ד""ר פישר",מגבונים לחים,אביזרים ומוצרי תינוקות,46.36705508824627,0.45,0.9,0.3,0.6,DOM,0.47500000000000003,,0.6,0.47500000000000003,0.5186300926254285,47.5
א.פ.י חורי הפצה בעמ,מגבונים לחים,אביזרים ומוצרי תינוקות,0.8631061546135403,0.45,0.9,0.3,0.6,UNK,0.47500000000000003,,0.6,0.5245835445253948,0.5186300926254285,52.45835445253948
"טרופיקל - דגיל תעשיות קוסמטיקה בע""מ",מגבונים לחים,אביזרים ומוצרי תינוקות,1.3223536331881278,0.45,0.9,0.3,0.6,UNK,0.47500000000000003,,0.6,0.5245835445253948,0.5186300926254285,52.45835445253948
"נטו סחר בע""מ",מגבונים לחים,אביזרים ומוצרי תינוקות,6.335313949784954,0.45,0.9,0.3,0.6,IMP,0.47500000000000003,TRADER,0.72,0.72,0.5186300926254285,72.0
הנמל,מגבונים לחים,אביזרים ומוצרי תינוקות,0.36241170311222937,0.45,0.9,0.3,0.6,UNK,0.47500000000000003,,0.6,0.5245835445253948,0.5186300926254285,52.45835445253948
אטאש סונמז,מגבונים לחים,אביזרים ומוצרי תינוקות,6.127231722930763,0.45,0.9,0.3,0.6,UNK,0.47500000000000003,,0.6,0.5245835445253948,0.5186300926254285,52.45835445253948
אריסטוקרט מ.ב.ל יבוא,תכשירי טיפוח וניקוי תינוקות,אביזרים ומוצרי תינוקות,1.1714381335022035,0.45,0.85,0.3,0.6,IMP,0.4525,TRADER,0.72,0.72,0.6925698510052266,72.0
דנשר,תכשירי טיפוח וניקוי תינוקות,אביזרים ומוצרי תינוקות,1.7074447943381657,0.45,0.85,0.3,0.6,IMP,0.4525,TRADER,0.72,0.72,0.6925698510052266,72.0
מאמי קר,תכשירי טיפוח וניקוי תינוקות,אביזרים ומוצרי תינוקות,10.02445114954452,0.45,0.85,0.3,0.6,UNK,0.4525,,0.6,0.4572040336106922,0.6925698510052266,45.720403361069216
ויטמד,תכשירי טיפוח וניקוי תינוקות,אביזרים ומוצרי תינוקות,23.45148206441527,0.45,0.85,0.3,0.6,UNK,0.4525,,0.6,0.4572040336106922,0.6925698510052266,45.720403361069216
"א.ל.כסוף בע""מ",כלים חד פעמים,אביזרים לארוח,1.992040377438811,0.6,0.95,0.3,0.7,UNK,0.6399999999999999,,0.7,0.7396515100906953,0.5874690248238688,73.96515100906953
אור שני,כלים חד פעמים,אביזרים לארוח,43.4767967708506,0.6,0.95,0.3,0.7,UNK,0.6399999999999999,,0.7,0.7396515100906953,0.5874690248238688,73.96515100906953
אינטרסאן,כלים חד פעמים,אביזרים לארוח,26.71180964959475,0.6,0.95,0.3,0.7,UNK,0.6399999999999999,,0.7,0.7396515100906953,0.5874690248238688,73.96515100906953
אריזות אלומניום אופל,כלים חד פעמים,אביזרים לארוח,0.33111655417509184,0.6,0.95,0.3,0.7,UNK,0.6399999999999999,,0.7,0.7396515100906953,0.5874690248238688,73.96515100906953
ביאבאנגרד הרצל,כלים חד פעמים,אביזרים לארוח,0.2999970374793006,0.6,0.95,0.3,0.7,UNK,0.6399999999999999,,0.7,0.7396515100906953,0.5874690248238688,73.96515100906953
דנטס אריזות,כלים חד פעמים,אביזרים לארוח,33.950469218180416,0.6,0.95,0.3,0.7,UNK,0.6399999999999999,,0.7,0.7396515100906953,0.5874690248238688,73.96515100906953
פוליבה,כלים חד פעמים,אביזרים לארוח,551.5409476194131,0.6,0.95,0.3,0.7,IMP,0.6399999999999999,BRAND,0.6,0.6,0.5874690248238688,60.0
הגביע,כלים חד פעמים,אביזרים לארוח,46.22558142469826,0.6,0.95,0.3,0.7,DOM,0.6399999999999999,,0.7,0.6399999999999999,0.5874690248238688,63.99999999999999
"יונילייף סחר ושיווק בע""מ",כלים חד פעמים,אביזרים לארוח,0.020366812928356796,0.6,0.95,0.3,0.7,IMP,0.6399999999999999,TRADER,0.82,0.82,0.5874690248238688,82.0
לוטמלי,כלים חד פעמים,אביזרים לארוח,0.6779555827858124,0.6,0.95,0.3,0.7,UNK,0.6399999999999999,,0.7,0.7396515100906953,0.5874690248238688,73.96515100906953
מיכלי הזהב,כלים חד פעמים,אביזרים לארוח,0.4942266464159266,0.6,0.95,0.3,0.7,UNK,0.6399999999999999,,0.7,0.7396515100906953,0.5874690248238688,73.96515100906953
סוכניות תבל,כלים חד פעמים,אביזרים לארוח,0.016800050000000004,0.6,0.95,0.3,0.7,UNK,0.6399999999999999,,0.7,0.7396515100906953,0.5874690248238688,73.96515100906953
מנורה בעמ,כלים חד פעמים,אביזרים לארוח,0.4889576383625509,0.6,0.95,0.3,0.7,UNK,0.6399999999999999,,0.7,0.7396515100906953,0.5874690248238688,73.96515100906953
"ר. שמאי יבוא ושיווק בע""מ",כלים חד פעמים,אביזרים לארוח,443.9257277957082,0.6,0.95,0.3,0.7,IMP,0.6399999999999999,TRADER,0.82,0.82,0.5874690248238688,82.0
יצרן פרטי,כלים חד פעמים,אביזרים לארוח,458.1186194420335,0.6,0.95,0.3,0.7,BUCKET,0.6399999999999999,,0.7,0.7396515100906953,0.5874690248238688,73.96515100906953
ענבוסי בכר,כלים חד פעמים,אביזרים לארוח,5.853010065191941,0.6,0.95,0.3,0.7,UNK,0.6399999999999999,,0.7,0.7396515100906953,0.5874690248238688,73.96515100906953
"פולידור ס.פלסט בע""מ",כלים חד פעמים,אביזרים לארוח,18.25349731967379,0.6,0.95,0.3,0.7,UNK,0.6399999999999999,,0.7,0.7396515100906953,0.5874690248238688,73.96515100906953
אינטרסן בעמ,כלים חד פעמים,אביזרים לארוח,3.9190902234801834,0.6,0.95,0.3,0.7,UNK,0.6399999999999999,,0.7,0.7396515100906953,0.5874690248238688,73.96515100906953
שיק,כלים חד פעמים,אביזרים לארוח,1.245001577416222,0.6,0.95,0.3,0.7,UNK,0.6399999999999999,,0.7,0.7396515100906953,0.5874690248238688,73.96515100906953
שניב תעשיות נייר בעמ,כלים חד פעמים,אביזרים לארוח,8.399456365606577,0.6,0.95,0.3,0.7,DOM,0.6399999999999999,,0.7,0.6399999999999999,0.5874690248238688,63.99999999999999
"דין שיווק וקליה בע""מ",אורז,אורז קטניות פסטה תבשילים ותערובות,16.890463012778348,0.6,0.95,0.25,0.75,IMP,0.6399999999999999,MIXED,0.75,0.75,0.8287817827648105,75.0
הרדוף,אורז,אורז קטניות פסטה תבשילים ותערובות,0.7677424420744896,0.6,0.95,0.25,0.75,UNK,0.6399999999999999,,0.75,0.6835614028272274,0.8287817827648105,68.35614028272275
"טאמן שיווק מזון בע""מ",אורז,אורז קטניות פסטה תבשילים ותערובות,3.6298723951570797,0.6,0.95,0.25,0.75,IMP,0.6399999999999999,TRADER,0.85,0.85,0.8287817827648105,85.0
אמריקן סוי פרודקטס,אורז,אורז קטניות פסטה תבשילים ותערובות,11.948348399252678,0.6,0.95,0.25,0.75,IMP,0.6399999999999999,TRADER,0.85,0.85,0.8287817827648105,85.0
יצרן לא ידוע,אורז,אורז קטניות פסטה תבשילים ותערובות,15.071462324911609,0.6,0.95,0.25,0.75,BUCKET,0.6399999999999999,,0.75,0.6835614028272274,0.8287817827648105,68.35614028272275
סדות,אורז,אורז קטניות פסטה תבשילים ותערובות,0.32754007638547966,0.6,0.95,0.25,0.75,UNK,0.6399999999999999,,0.75,0.6835614028272274,0.8287817827648105,68.35614028272275
"מ.א. בע""מ",אורז,אורז קטניות פסטה תבשילים ותערובות,13.241183401687548,0.6,0.95,0.25,0.75,UNK,0.6399999999999999,,0.75,0.6835614028272274,0.8287817827648105,68.35614028272275
א.ת טעמים,אטריות,אורז קטניות פסטה תבשילים ותערובות,0.6463600688588242,0.6,0.95,0.25,0.75,UNK,0.6399999999999999,,0.75,0.665976751237495,0.723249292523869,66.5976751237495
יצרן פרטי,אטריות,אורז קטניות פסטה תבשילים ותערובות,23.27167474067919,0.6,0.95,0.25,0.75,BUCKET,0.6399999999999999,,0.75,0.665976751237495,0.723249292523869,66.5976751237495
שיבולים אדל משקאות,אטריות,אורז קטניות פסטה תבשילים ותערובות,6.280709238534049,0.6,0.95,0.25,0.75,UNK,0.6399999999999999,,0.75,0.665976751237495,0.723249292523869,66.5976751237495
"לה פסטה דלה קזה בע""מ",אטריות,אורז קטניות פסטה תבשילים ותערובות,1.3934934025207162,0.6,0.95,0.25,0.75,UNK,0.6399999999999999,,0.75,0.665976751237495,0.723249292523869,66.5976751237495
אבאל יזמות,פסטה,אורז קטניות פסטה תבשילים ותערובות,12.548393758497633,0.6,0.95,0.25,0.75,DOM,0.6399999999999999,,0.75,0.6399999999999999,0.8014144465108388,63.99999999999999
ג. וילי פוד,פסטה,אורז קטניות פסטה תבשילים ותערובות,2.6397527855092813,0.6,0.95,0.25,0.75,IMP,0.6399999999999999,TRADER,0.85,0.85,0.8014144465108388,85.0
פאן אינטר,פסטה,אורז קטניות פסטה תבשילים ותערובות,8.132396887808047,0.6,0.95,0.25,0.75,IMP,0.6399999999999999,MIXED,0.75,0.75,0.8014144465108388,75.0
ספק כללי,פסטה,אורז קטניות פסטה תבשילים ותערובות,14.321421816571718,0.6,0.95,0.25,0.75,BUCKET,0.6399999999999999,,0.75,0.7012232639613485,0.8014144465108388,70.12232639613485
תומר בעמ,פסטה,אורז קטניות פסטה תבשילים ותערובות,69.46877607569924,0.6,0.95,0.25,0.75,IMP,0.6399999999999999,MIXED,0.75,0.75,0.8014144465108388,75.0
אפיפית,פתיתים,אורז קטניות פסטה תבשילים ותערובות,0.1388306232665741,0.6,0.95,0.25,0.75,UNK,0.6399999999999999,,0.75,0.6445329525229128,0.8984030576662021,64.45329525229127
"טאמן שיווק מזון בע""מ",פתיתים,אורז קטניות פסטה תבשילים ותערובות,6.852293245156401,0.6,0.95,0.25,0.75,IMP,0.6399999999999999,TRADER,0.85,0.85,0.8984030576662021,85.0
יצרן לא ידוע,פתיתים,אורז קטניות פסטה תבשילים ותערובות,0.91599008,0.6,0.95,0.25,0.75,BUCKET,0.6399999999999999,,0.75,0.6445329525229128,0.8984030576662021,64.45329525229127
אסם-נסטלה,פתיתים,אורז קטניות פסטה תבשילים ותערובות,275.5475117565841,0.6,0.95,0.25,0.75,DOM,0.6399999999999999,,0.75,0.6399999999999999,0.8984030576662021,63.99999999999999
סדות,פתיתים,אורז קטניות פסטה תבשילים ותערובות,0.37252245100523307,0.6,0.95,0.25,0.75,UNK,0.6399999999999999,,0.75,0.6445329525229128,0.8984030576662021,64.45329525229127
הנמל,קוסקוס,אורז קטניות פסטה תבשילים ותערובות,83.6022673838655,0.6,0.95,0.25,0.75,UNK,0.6399999999999999,,0.75,0.6572835800192289,0.5848768620532375,65.7283580019229
סדות,קוסקוס,אורז קטניות פסטה תבשילים ותערובות,0.46287880236283824,0.6,0.95,0.25,0.75,UNK,0.6399999999999999,,0.75,0.6572835800192289,0.5848768620532375,65.7283580019229
יצרן לא ידוע,קוסקוס,אורז קטניות פסטה תבשילים ותערובות,0.613592009,0.6,0.95,0.25,0.75,BUCKET,0.6399999999999999,,0.75,0.6572835800192289,0.5848768620532375,65.7283580019229
אסם-נסטלה,קוסקוס,אורז קטניות פסטה תבשילים ותערובות,103.48438978349027,0.6,0.95,0.25,0.75,DOM,0.6399999999999999,,0.75,0.6399999999999999,0.5848768620532375,63.99999999999999
קדמה ירושלים,קוסקוס,אורז קטניות פסטה תבשילים ותערובות,0.5841084265017442,0.6,0.95,0.25,0.75,UNK,0.6399999999999999,,0.75,0.6572835800192289,0.5848768620532375,65.7283580019229
"מ.א. בע""מ",קוסקוס,אורז קטניות פסטה תבשילים ותערובות,5.556563297949925,0.6,0.95,0.25,0.75,UNK,0.6399999999999999,,0.75,0.6572835800192289,0.5848768620532375,65.7283580019229
א.ת טעמים,קטניות,אורז קטניות פסטה תבשילים ותערובות,4.645729446413553,0.6,0.95,0.25,0.75,UNK,0.6399999999999999,,0.75,0.6454989558615526,0.7146887922738776,64.54989558615526
"עת רן בע""מ",קטניות,אורז קטניות פסטה תבשילים ותערובות,3.83557301883858,0.6,0.95,0.25,0.75,UNK,0.6399999999999999,,0.75,0.6454989558615526,0.7146887922738776,64.54989558615526
פוליבה,קטניות,אורז קטניות פסטה תבשילים ותערובות,38.45202459368034,0.6,0.95,0.25,0.75,IMP,0.6399999999999999,BRAND,0.65,0.65,0.7146887922738776,65.0
ישרקו ישראל,קטניות,אורז קטניות פסטה תבשילים ותערובות,0.23174310400000003,0.6,0.95,0.25,0.75,IMP,0.6399999999999999,TRADER,0.85,0.85,0.7146887922738776,85.0
"מוצרים זה ברור בע""מ",קטניות,אורז קטניות פסטה תבשילים ותערובות,6.3308262341169375,0.6,0.95,0.25,0.75,UNK,0.6399999999999999,,0.75,0.6454989558615526,0.7146887922738776,64.54989558615526
יצרן פרטי,קטניות,אורז קטניות פסטה תבשילים ותערובות,125.45388839870301,0.6,0.95,0.25,0.75,BUCKET,0.6399999999999999,,0.75,0.6454989558615526,0.7146887922738776,64.54989558615526
"מ.א. בע""מ",תערובות לסלט,אורז קטניות פסטה תבשילים ותערובות,2.9689086897772548,0.6,0.95,0.25,0.75,UNK,0.6399999999999999,,0.75,0.6499999999999999,0.31187760980600526,64.99999999999999
בבייבסקי,חטיפים מתוקים,בונבוניירות חטיפים מתוקים,0.22973796803828994,0.45,0.85,0.28,0.65,UNK,0.4525,,0.65,0.48886369613387104,0.9800038830019567,48.8863696133871
"יעד ממתקים בע""מ",חטיפים מתוקים,בונבוניירות חטיפים מתוקים,10.103371541345714,0.45,0.85,0.28,0.65,UNK,0.4525,,0.65,0.48886369613387104,0.9800038830019567,48.8863696133871
פשקס,חטיפים מתוקים,בונבוניירות חטיפים מתוקים,1.2487495363387242,0.45,0.85,0.28,0.65,UNK,0.4525,,0.65,0.48886369613387104,0.9800038830019567,48.8863696133871
יצרן פרטי,חטיפים מתוקים,בונבוניירות חטיפים מתוקים,7.184601780863758,0.45,0.85,0.28,0.65,BUCKET,0.4525,,0.65,0.48886369613387104,0.9800038830019567,48.8863696133871
מאסטרני,חטיפים מתוקים,בונבוניירות חטיפים מתוקים,4.105135788185532,0.45,0.85,0.28,0.65,UNK,0.4525,,0.65,0.48886369613387104,0.9800038830019567,48.8863696133871
טורקו,חטיפים מתוקים,בונבוניירות חטיפים מתוקים,7.532293703501015,0.45,0.85,0.28,0.65,UNK,0.4525,,0.65,0.48886369613387104,0.9800038830019567,48.8863696133871
אבאל יזמות,בירה לבנה באריזה,בירה לבנה,0.5253954567707699,0.35,0.6,0.25,0.65,DOM,0.28,,0.65,0.28,0.9576432941608508,28.000000000000004
הכרם,בירה לבנה באריזה,בירה לבנה,33.42621266508739,0.35,0.6,0.25,0.65,DOM,0.28,,0.65,0.28,0.9576432941608508,28.000000000000004
א.ג.ת.ד בעמ,בירה לבנה בודד,בירה לבנה,8.424193979466995,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.3036738449133947,0.8559087445341538,30.36738449133947
אוריינטל פוד,בירה לבנה בודד,בירה לבנה,3.664667769021594,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.3036738449133947,0.8559087445341538,30.36738449133947
דולינה,בירה לבנה בודד,בירה לבנה,14.753130573196167,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.3036738449133947,0.8559087445341538,30.36738449133947
"בטר צ'ויס בע""מ",בירה לבנה בודד,בירה לבנה,0.9591901035519365,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.3036738449133947,0.8559087445341538,30.36738449133947
יגאל רויטמן פסקדו,בירה לבנה בודד,בירה לבנה,0.9607033515093859,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.3036738449133947,0.8559087445341538,30.36738449133947
סיימן,בירה לבנה בודד,בירה לבנה,0.023227789999999998,0.35,0.6,0.25,0.65,IMP,0.28,MIXED,0.65,0.65,0.8559087445341538,65.0
י.ד עסקים,בירה לבנה בודד,בירה לבנה,12.050224344479119,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.3036738449133947,0.8559087445341538,30.36738449133947
ש.ע.ל רובין בע'מ,בירה לבנה בודד,בירה לבנה,11.237486735852638,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.3036738449133947,0.8559087445341538,30.36738449133947
אליאס וקסמן בעמ,בירה לבנה בודד,בירה לבנה,4.107278628869788,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.3036738449133947,0.8559087445341538,30.36738449133947
יוניסרביס,בירה לבנה בודד,בירה לבנה,2.668594194193847,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.3036738449133947,0.8559087445341538,30.36738449133947
רו.ל.דנ שיווק משקאות בעמ,בירה לבנה בודד,בירה לבנה,0.23350524264929995,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.3036738449133947,0.8559087445341538,30.36738449133947
א.ג.ת.ד בעמ,בירה ללא אלכוהול,בירה לבנה,1.1242356508949882,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.28614233098007513,0.8589675076316808,28.614233098007514
דולינה,בירה ללא אלכוהול,בירה לבנה,0.8436446873113981,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.28614233098007513,0.8589675076316808,28.614233098007514
י.ד עסקים,בירה ללא אלכוהול,בירה לבנה,0.704423353551934,0.35,0.6,0.25,0.65,UNK,0.28,,0.65,0.28614233098007513,0.8589675076316808,28.614233098007514
בלדי,בעלי כנף קפואים,בשר ועוף קפוא,1.6340682251352843,0.75,0.85,0.27,0.78,DOM,0.7075,,0.78,0.7075,0.21196422853232869,70.75
"נטו סחר בע""מ",בעלי כנף קפואים,בשר ועוף קפוא,1.512370055641806,0.75,0.85,0.27,0.78,IMP,0.7075,TRADER,0.85,0.85,0.21196422853232869,85.0
אחדות למהדרין,בשר בקר קפוא,בשר ועוף קפוא,4.986499180105033,0.75,0.85,0.27,0.78,UNK,0.7075,,0.78,0.7735817650169552,0.6566047449438644,77.35817650169552
יצרן פרטי,בשר בקר קפוא,בשר ועוף קפוא,38.132817162155085,0.75,0.85,0.27,0.78,BUCKET,0.7075,,0.78,0.7735817650169552,0.6566047449438644,77.35817650169552
פינקלשטין רובין,בשר בקר קפוא,בשר ועוף קפוא,3.1013344771230393,0.75,0.85,0.27,0.78,UNK,0.7075,,0.78,0.7735817650169552,0.6566047449438644,77.35817650169552
בלדי,הודו קפוא,בשר ועוף קפוא,3.9851415953741256,0.75,0.85,0.27,0.78,DOM,0.7075,,0.78,0.7075,0.9154594465703509,70.75
תנובה תשלובת המותגים,הודו קפוא,בשר ועוף קפוא,32.02666332129479,0.75,0.85,0.27,0.78,DOM,0.7075,,0.78,0.7075,0.9154594465703509,70.75
"טל הל יסכה בע""מ",הודו קפוא,בשר ועוף קפוא,2.9817494698372493,0.75,0.85,0.27,0.78,UNK,0.7075,,0.78,0.7462184168409385,0.9154594465703509,74.62184168409385
"נטו סחר בע""מ",הודו קפוא,בשר ועוף קפוא,26.053507595403758,0.75,0.85,0.27,0.78,IMP,0.7075,TRADER,0.85,0.85,0.9154594465703509,85.0
עוף ירושלים מהדרין בעמ,הודו קפוא,בשר ועוף קפוא,2.959618231518723,0.75,0.85,0.27,0.78,DOM,0.7075,,0.78,0.7075,0.9154594465703509,70.75
ח.י מעדני גורמה בעמ,מוצרי בשר על האש,בשר ועוף קפוא,32.31235093984981,0.75,0.85,0.27,0.78,UNK,0.7075,,0.78,0.7797437885078758,0.8006947425864428,77.97437885078759
איי פוד אינטרנשיונל,מוצרי בשר על האש,בשר ועוף קפוא,2.9163662728237343,0.75,0.85,0.27,0.78,UNK,0.7075,,0.78,0.7797437885078758,0.8006947425864428,77.97437885078759
יצרן פרטי,מוצרי בשר על האש,בשר ועוף קפוא,99.21024596613792,0.75,0.85,0.27,0.78,BUCKET,0.7075,,0.78,0.7797437885078758,0.8006947425864428,77.97437885078759
תנובה חלב,מוצרי בשר על האש,בשר ועוף קפוא,8.721929696303507,0.75,0.85,0.27,0.78,DOM,0.7075,,0.78,0.7075,0.8006947425864428,70.75
"מילועוף בע""מ",עוף קפוא,בשר ועוף קפוא,7.764960629045067,0.75,0.85,0.27,0.78,DOM,0.7075,,0.78,0.7075,0.8254260540516718,70.75
ספק כללי,עוף קפוא,בשר ועוף קפוא,71.71223557490642,0.75,0.85,0.27,0.78,BUCKET,0.7075,,0.78,0.7485931347851587,0.8254260540516718,74.85931347851587
עוף הכפר,עוף קפוא,בשר ועוף קפוא,41.44082087444196,0.75,0.85,0.27,0.78,DOM,0.7075,,0.78,0.7075,0.8254260540516718,70.75
"קורניש חן (1987) בע""מ",עוף קפוא,בשר ועוף קפוא,11.922300072139297,0.75,0.85,0.27,0.78,DOM,0.7075,,0.78,0.7075,0.8254260540516718,70.75
גלידות פלדמן,גלידות חבילות בית,גלידות ושלגונים,22.455468614813373,0.4,0.45,0.3,0.62,UNK,0.25,,0.62,0.5224563310088689,0.949781125157367,52.24563310088689
"לחם השדה בע""מ",גלידות חבילות בית,גלידות ושלגונים,0.015108581131549993,0.4,0.45,0.3,0.62,UNK,0.25,,0.62,0.5224563310088689,0.949781125157367,52.24563310088689
יצרן פרטי,גלידות חבילות בית,גלידות ושלגונים,11.139696439129915,0.4,0.45,0.3,0.62,BUCKET,0.25,,0.62,0.5224563310088689,0.949781125157367,52.24563310088689
יצרן לא ידוע,דג במגש/קרטונית,דגים קפואים,1.7799774724517423,0.7,0.95,0.27,0.75,BUCKET,0.7349999999999999,,0.75,0.8136402153203279,0.7373891895410581,81.3640215320328
קדמת ים,דג במגש/קרטונית,דגים קפואים,1.8274172099604904,0.7,0.95,0.27,0.75,UNK,0.7349999999999999,,0.75,0.8136402153203279,0.7373891895410581,81.3640215320328
"עת רן בע""מ",דג גלם בשקית,דגים קפואים,1.4013382162036652,0.7,0.95,0.27,0.75,UNK,0.7349999999999999,,0.75,0.795249923489431,0.8454995011758281,79.5249923489431
יצרן פרטי,דג גלם בשקית,דגים קפואים,3.2782271400000003,0.7,0.95,0.27,0.75,BUCKET,0.7349999999999999,,0.75,0.795249923489431,0.8454995011758281,79.5249923489431
ש.רוזנרס,דג גלם בשקית,דגים קפואים,46.2417780648352,0.7,0.95,0.27,0.75,DOM,0.7349999999999999,,0.75,0.7349999999999999,0.8454995011758281,73.49999999999999
ספק כללי,דגים קפואים בואקום,דגים קפואים,435.9800737535296,0.7,0.95,0.27,0.75,BUCKET,0.7349999999999999,,0.75,0.7641860974563935,0.6416347899221998,76.41860974563936
חיים פסקוביץ,דגים קפואים בואקום,דגים קפואים,8.043927195878126,0.7,0.95,0.27,0.75,UNK,0.7349999999999999,,0.75,0.7641860974563935,0.6416347899221998,76.41860974563936
דילר בי.אמ.די,פירות ים קפואים,דגים קפואים,2.035658117133371,0.7,0.95,0.27,0.75,IMP,0.7349999999999999,MIXED,0.75,0.75,0.15003944114321793,75.0
מולטי,דגנים,דגנים ודגנים מיוחדים,5.07131113544776,0.45,0.9,0.27,0.68,UNK,0.47500000000000003,,0.68,0.5197895325966448,0.9183060278612357,51.978953259664486
קלוגס,דגנים,דגנים ודגנים מיוחדים,66.23575907650704,0.45,0.9,0.27,0.68,UNK,0.47500000000000003,,0.68,0.5197895325966448,0.9183060278612357,51.978953259664486
"ר.ב מוצרי דגנים בע""מ",דגנים,דגנים ודגנים מיוחדים,13.738584675652818,0.45,0.9,0.27,0.68,UNK,0.47500000000000003,,0.68,0.5197895325966448,0.9183060278612357,51.978953259664486
יצרן פרטי,דגנים,דגנים ודגנים מיוחדים,86.69196736771751,0.45,0.9,0.27,0.68,BUCKET,0.47500000000000003,,0.68,0.5197895325966448,0.9183060278612357,51.978953259664486
הגביע,דגנים,דגנים ודגנים מיוחדים,6.201935812945621,0.45,0.9,0.27,0.68,DOM,0.47500000000000003,,0.68,0.47500000000000003,0.9183060278612357,47.5
פוסט פודס,דגנים,דגנים ודגנים מיוחדים,134.7542488091576,0.45,0.9,0.27,0.68,IMP,0.47500000000000003,TRADER,0.8,0.8,0.9183060278612357,80.0
טבעות,דגנים מיוחדים,דגנים ודגנים מיוחדים,2.1958001260741633,0.45,0.9,0.27,0.68,UNK,0.47500000000000003,,0.68,0.6519479209314285,0.673679657279349,65.19479209314285
דני&גלית,דגנים מיוחדים,דגנים ודגנים מיוחדים,1.981734831155345,0.45,0.9,0.27,0.68,UNK,0.47500000000000003,,0.68,0.6519479209314285,0.673679657279349,65.19479209314285
נצ'ור זן,דגנים מיוחדים,דגנים ודגנים מיוחדים,3.6784561329699095,0.45,0.9,0.27,0.68,UNK,0.47500000000000003,,0.68,0.6519479209314285,0.673679657279349,65.19479209314285
רפאלס,דגנים מיוחדים,דגנים ודגנים מיוחדים,25.386278132893608,0.45,0.9,0.27,0.68,UNK,0.47500000000000003,,0.68,0.6519479209314285,0.673679657279349,65.19479209314285
מאיה,דגנים מיוחדים,דגנים ודגנים מיוחדים,9.555170871113265,0.45,0.9,0.27,0.68,IMP,0.47500000000000003,BRAND,0.5800000000000001,0.5800000000000001,0.673679657279349,58.00000000000001
קוואקר אואטס,דגנים מיוחדים,דגנים ודגנים מיוחדים,123.61968978502762,0.45,0.9,0.27,0.68,IMP,0.47500000000000003,TRADER,0.8,0.8,0.673679657279349,80.0
שורי אינטרפודס,דגנים מיוחדים,דגנים ודגנים מיוחדים,0.6196805470037514,0.45,0.9,0.27,0.68,UNK,0.47500000000000003,,0.68,0.6519479209314285,0.673679657279349,65.19479209314285
נטורפוד,דגנים מיוחדים,דגנים ודגנים מיוחדים,1.2350113322232166,0.45,0.9,0.27,0.68,DOM,0.47500000000000003,,0.68,0.47500000000000003,0.673679657279349,47.5
