ctg,dep,rev,fx_v3,p_imp,direct
שימורי פיטריות,שימורים,48.563192702688575,69.51920419509916,91.38671486046091,71.76562766987033
שימורי פירות וקוקטלים,שימורים,54.788654065873786,62.62268349825765,56.27603352406389,75.29667709771986
שמיר,עלים ותבלינים טריים,30.710200143767405,19.225378836975693,13.245486887182325,73.40029536711388
שמן זית,שמנים,338.2786142834874,54.37966194180955,25.61406984734666,67.63343983142039
שמנים רגילים,שמנים,642.5928519603964,79.1318956040897,43.662548507622766,68.73197075178079
שמפו,טיפוח השיער,240.40582533385398,39.30649938759834,39.59689063831704,93.34044840443734
שמפו לגבר,טיפוח השיער,3.357095176207718,41.87281289527242,56.83174914402403,95.91217726049038
שמפו+מרכך,טיפוח השיער,6.885812109549853,47.34909937091526,83.94549679383387,97.44441612636531
שמפו/מרכך לילדים,טיפוח השיער,36.05272723024083,32.74739429053537,7.264175612101915,88.88734041418013
שניצל  מן הצומח,מזון מוכן קפוא מן הצומח,136.00086023791513,49.60668013930492,0.6115914908709215,96.53978659753574
תבלינים במיכל,תבלינים,123.05602973256237,51.99729528650868,16.82177753623114,85.1471821541712
תבלינים בשקית,תבלינים,53.95221178947434,53.698305691739925,28.04564146799915,69.75621950838587
תבלינים ורטבים קפואים,ירקות ופירות קפואים,39.87529648230058,40.13735552089601,10.300711045170713,82.87447204277417
תה אדום,תה,0.3042014080065298,38.5,0.0,100.0
תה אריזת שי,תה,0.6734412886583616,47.35784546979324,37.6929594459287,57.364877389369866
תה בריאות,תה,2.6643152093989357,40.98906421219185,10.591762605071706,0.0
תה בתפזורת,תה,2.376954644301835,40.971089248220345,10.515273396682291,98.69588081493642
תה ירוק,תה,89.93753389964955,40.09556059030416,6.801180543149307,94.48224514326654
תה פירות,תה,1.028335817229837,41.47015543147351,12.638959282865985,43.60526673153985
תה פרימיום,תה,0.19150459131057104,40.98906421219185,10.591762605071706,0.0
תה קר,משקאות לא אלכוהולים,150.29776931244254,24.566462962876294,3.8984095116350113,99.97535895091657
תה שחור בטעמים,תה,36.34661617928426,40.895511698222435,10.193666800946513,91.41824646033766
תה שחור טהור,תה,36.16587208444797,40.61367869859165,8.994028594083137,95.01230549272577
תחליף קפה,קפה/קקאו,1.7182088174232621,55.31752835565718,21.960813336509126,82.8799455474082
תחליפי חלב אם חלבי,מזון תינוקות/ילדים,567.1832447208633,34.33888484485315,50.079052086954555,100.0
תחליפי חלב אם צמחי,מזון תינוקות/ילדים,28.715244770087637,26.13615308372304,28.767997749668957,100.0
תחליפי חלב וטופו,מוצרי חלב ותחליפיו,159.98823016707385,18.91239532398335,10.481260509343535,82.40757094644658
תחליפי לחם,לחם ותחליפיו,352.7267245411391,41.790415212544595,6.383625334239272,77.63916838476348
תכשיר הגנה מהשמש לפנים,מוצרי שיזוף והגנה מהשמש,16.02133985068246,33.58161015360732,5.795815396679258,87.54431911352039
תכשירי הגנה מהשמש לילדים,מוצרי שיזוף והגנה מהשמש,18.212041956706734,32.97603173159463,2.523975728055518,85.86473723100237
תכשירי הגנה מהשמש למבוגרים,מוצרי שיזוף והגנה מהשמש,35.38373986765417,33.99872014967735,8.242239023137449,84.74077029903972
תכשירי הגנה מהשמש לתינוקות,מוצרי שיזוף והגנה מהשמש,2.260319083093711,32.49999999999999,0.0,83.88011455083443
תכשירי טיפוח וניקוי תינוקות,אביזרים ומוצרי תינוקות,103.03928963998872,48.147337670125935,21.043037702522003,86.05724067752149
תכשירי טיפול לעובש ולחות,ניקוי הבית,6.769569092288824,48.69536129199249,41.274604114246735,100.0
תכשירי ניקוי כלי כסף ונחושת,ניקוי הבית,3.317823436406721,48.96730454529004,39.025948746770815,97.42189496301073
תכשירי ניקוי רצפות,ניקוי הבית,169.8530945590383,42.72136530730218,12.198883920694582,85.1916258099364
תכשירי ניקוי שטיחים,ניקוי הבית,7.642428554126282,44.86780746023106,23.143490205621376,97.91246608450092
תכשירים לגילוח,מוצרי גילוח,22.080879021741673,51.56248573824254,86.41331558847797,93.76261409271221
תכשירים לניקוי חלונות,ניקוי הבית,31.527111727179282,46.18388662045258,33.22117648322066,82.6172243122991
תכשירים לפתיחת סתימות,ניקוי הבית,10.700418165511795,40.75512298474112,0.02661290774607874,94.51411616891775
תערובות לסלט,אורז קטניות פסטה תבשילים ותערובות,1.3789551421381836,65.72977051901023,27.84907432499437,80.70741049965812
תרד,עלים ותבלינים טריים,11.01732063711924,20.655146495974837,16.287545736116673,84.7186857584046
