yr,ctg,rev,n_named,bucket_pct,cr3
2022,בזיליקום,21.15,19,41.64,22.65
2022,כוסברה,109.61,29,16.47,37.08
2022,פיצוחים,286.19,62,22.16,53.49
2024,מרגרינה,63.44,5,,99.47
2024,סבון נוזלי לידיים/משאבה,90.05,20,22.35,56.09
2025,תחליפי חלב אם צמחי,25.66,2,,100.0
2025,לאבנה מעדניה,6.88,4,0.45,86.44
2025,בשר בקר חלקי פנים,9.72,3,95.32,4.68
2025,תה אריזת שי,0.45,4,,95.93
2025,תחליף קפה,0.8,3,,100.0
2024,משקאות וויסקי,165.28,14,12.21,73.58
2023,יין רוזה,26.71,18,,65.83
2023,מצות,76.54,24,1.53,85.88
2023,עוגות אישיות,91.7,41,18.64,55.48
2023,עוגיות פרימיום,534.79,64,0.68,70.14
2023,אפטרסאן,1.99,2,42.22,57.78
2023,שניצל  מן הצומח,141.67,8,5.92,93.23
2023,גבינות צהובות במשקל,477.62,10,8.19,88.73
2023,גבינות רכות מעדניה,22.04,9,26.56,56.27
2023,משקאות טקילה,1.79,3,,100.0
2023,מים מוגזים,43.07,4,1.88,97.98
2023,משקאות מוגזים טעמי פירות,140.61,16,,98.79
2023,משקה קולה רגיל,507.5,9,0.35,99.47
2023,תכשירי ניקוי כלי כסף ונחושת,2.81,6,10.25,83.93
2023,סוכריות גלי,32.88,17,1.32,75.25
2023,סוכריות לעיסות,57.64,17,3.97,69.99
2023,סלרי ראש,7.04,11,11.51,62.82
2023,נתחים אחורי מופשר,25.37,1,73.0,27.0
2023,טבלאות שוקולד חלב בודד,227.22,40,8.23,69.38
2023,טבלאות שוקולד מריר בודד,168.14,38,12.08,62.21
2023,נוזל כלים,175.25,25,14.77,75.51
2023,קטניות,188.15,32,23.89,63.37
2023,דגנים,601.63,30,6.41,84.78
2024,פסטרמות ונקניקים ארוזים,510.03,13,6.8,83.7
2024,מים בבקבוק,624.4,19,1.4,97.4
2024,מיץ טבעי סחוט מקורר,208.11,7,,99.56
2024,סודה,219.76,12,0.38,99.12
2024,תה קר,157.0,7,0.09,99.85
2024,סלטים מזרחיים,44.41,8,2.68,92.18
2024,חלקי פנים עוף/הודו טרי ארוז,61.07,12,24.43,45.86
2024,טחינה גולמית,192.0,19,11.96,72.7
2023,קצביה טרי ארוז,3.97,1,41.04,58.96
2024,כריכים,55.74,6,3.25,93.35
2022,שוקו,79.52,26,6.31,87.33
2022,בשר בקר חלקי פנים,8.81,3,85.33,14.67
2022,ממרחים מתוקים,297.4,48,3.61,68.68
2022,שמנים רגילים,642.59,65,39.06,35.82
2022,תה אריזת שי,0.67,4,,96.85
2025,היגיינת השיער,0.02,1,,100.0
2022,פסטה,279.29,49,16.43,65.38
2022,כבש קפוא,20.78,9,8.63,65.51
2022,דאודורנט נשים,147.96,18,0.65,74.27
2022,היגיינת מבוגרים,86.64,9,30.04,63.97
2022,שטיפות פה,65.06,14,7.43,61.12
2022,יינות מתוקים,40.62,13,2.35,78.52
2022,לחם חשוף,75.58,9,14.82,79.24
2022,פיתות ארוזות,416.63,63,17.17,32.92
2022,היגיינת השיער,1.74,6,10.39,68.96
2024,תכשירי הגנה מהשמש למבוגרים,36.43,9,22.01,74.37
2026,פסטה,201.96,47,16.73,64.5
2026,כבש קפוא,17.91,5,13.09,79.75
2026,דגים קפואים בואקום,609.63,44,41.53,27.27
2026,שטיפות פה,37.86,14,12.81,71.01
2026,בורקס,76.7,10,24.42,69.16
2026,סכיני/מכשיר גילוח גברים,35.71,6,19.63,78.04
2026,תחליפי חלב וטופו,112.69,19,4.96,84.64
2026,מזון תינוקות/ילדים אחר,33.91,16,59.46,32.53
2026,נקטר,18.92,10,13.28,74.44
2026,ניקוי אמבטיות,14.57,9,0.19,97.4
2026,סבון מוצק,16.8,8,0.69,90.68
2026,סוכריות מרשמלו,24.06,16,9.24,81.61
2026,הודו טרי ארוז,38.75,12,31.02,58.55
2026,עולש,2.24,3,22.89,77.11
2026,נתחים קדמי מופשר,37.44,4,79.07,20.25
2026,דגים טריים סטנדרט,28.17,7,34.87,57.61
2026,שימורי פירות וקוקטלים,33.59,23,7.28,73.92
2026,תבלינים בשקית,44.57,15,27.29,63.66
2026,תה בתפזורת,1.25,1,10.52,89.48
2023,עישבי תיבול אחרים,0.3,1,,100.0
2026,לחם חשוף,35.81,9,19.35,76.52
2024,דגים קפואים בואקום,1101.53,46,29.74,38.12
2024,דאודורנט נשים,178.39,18,1.27,81.22
2024,בייגלה,217.97,28,8.68,74.3
2024,קרם עיניים,2.02,3,,100.0
2024,בורקס,118.94,13,19.51,69.76
2024,סכיני/מכשיר גילוח גברים,64.59,7,7.22,91.69
2024,פיצוחים,319.69,62,26.32,48.95
2025,תערובות לסלט,1.26,3,,100.0
2025,בירה לבנה בקבוק חוזר,82.43,2,,100.0
2025,חטיפי חלבון,128.36,18,17.49,58.66
2025,שמפו לגבר,0.58,3,39.08,60.92
2025,שמפו/מרכך לילדים,34.27,6,15.15,78.32
2025,יין לבן,154.84,24,4.56,67.09
2025,תבלינים ורטבים קפואים,40.23,6,12.22,85.51
2025,לחם מפוקח ארוז,173.79,6,13.99,77.43
2025,סכיני/מכשיר גילוח נשים,50.21,5,20.73,77.72
2025,גבינות שמנת,283.09,14,0.39,78.88
2025,דייסות,18.32,3,,100.0
2025,משקה קולה דיאט,653.06,6,0.07,99.87
2025,חלקי פנים עוף/הודו טרי ארוז,53.12,12,23.1,46.6
2025,חסה,360.15,48,28.82,27.29
2025,רוזמרין,3.42,4,62.89,35.17
2025,מיונז,272.63,29,6.24,81.77
2025,שימורי טונה,682.7,29,20.25,55.68
2025,בשר כבש טרי,48.83,9,46.28,43.86
2022,פסטרמות ונקניקים ארוזים,433.57,12,7.65,80.95
2022,גבינות מיוחדות במשקל,223.76,23,22.04,46.49
2022,משקה קולה דיאט,583.83,7,0.2,99.27
2022,סודה,181.45,10,0.12,99.59
2022,תכשירים לניקוי חלונות,30.23,12,18.47,65.53
2022,בצל ירוק,55.67,21,18.55,54.83
2024,אורגנו,0.77,5,47.16,50.89
2022,דייסות,22.9,3,4.11,95.89
2024,תה שחור טהור,32.75,17,3.77,93.01
2025,מוצרי בצק טרי,58.23,3,,100.0
2024,בזיליקום,27.77,22,34.63,24.97
2023,הגיינה נשית,388.39,38,9.2,88.49
2023,מוצרים לטיפול בשיער,14.2,3,13.45,86.55
2023,גבינות לבנות,479.07,14,0.05,98.22
2023,גבינות צהובות מדף,842.44,11,11.44,83.53
2023,יוגורט חלבון,277.18,3,,100.0
2023,קצפות,7.79,1,,100.0
2023,מגבות נייר,359.42,9,35.36,62.9
2023,גבינות שמנת במשקל,27.0,7,7.46,88.54
2023,מיץ 100% ירק,4.79,6,,90.54
2023,תכשירי ניקוי רצפות,170.38,23,37.63,53.55
2023,עוף טרי ארוז,1511.06,27,37.02,46.04
2023,קמח,349.09,79,31.2,29.43
2023,חלבה,47.64,12,6.94,88.79
2023,ממרחים שאינם מתוקים,26.6,28,9.47,59.14
2023,משחות ניקוי כלים,1.81,5,,78.12
2023,שמן זית,342.9,43,33.42,31.9
2023,חומרים לכביסה,554.41,24,7.07,83.73
2024,קוטג,620.36,3,,100.0
2024,תחליפי חלב וטופו,178.41,22,3.26,85.21
2024,מיץ 100% פרי,17.76,22,18.12,53.79
2024,ניקוי אמבטיות,21.56,10,0.16,95.11
2024,סלט חומוס מועשר / תוספות,138.34,6,3.79,95.47
2024,דגים טריים ארוזים,28.09,2,28.48,71.52
2024,קופסאות שימורי בשר,2.62,7,24.0,66.2
2023,מעדני חלב לפעוטות,101.07,2,,100.0
2023,שום מצונן/בצל מטוגן,8.25,13,7.09,70.9
2022,בשר כבש טרי,58.43,9,44.24,48.74
2022,מיונז,210.76,29,3.79,86.83
2022,מסירי אבנית וניקוי מכונות כביסה,5.48,4,1.81,94.02
2022,תערובות לסלט,1.38,3,2.3,97.7
2022,הודו קפוא,21.51,16,28.54,40.29
2022,חטיפי דגנים לילדים,40.7,5,1.44,97.63
2022,שמפו לגבר,3.36,5,,93.64
2022,יין אדום,335.41,33,1.7,68.82
2022,יינות תירוש,191.51,14,25.85,51.93
2022,מוצרי אפטר שייב,4.57,4,5.84,90.52
2026,פתיתים,46.9,10,7.07,88.32
2026,בירה לבנה בודד,159.5,38,1.55,69.65
2026,בירה ללא אלכוהול,3.66,7,,88.69
2026,דג במגש/קרטונית,2.55,5,,77.88
2026,מברשות שיניים,108.3,19,11.02,64.9
2026,יין אדום,203.69,31,6.77,64.89
2026,גבינת לאבנה,59.07,15,,78.39
2026,חזה בגריל צמחוני,2.09,1,,100.0
2026,גבינות מיוחדות במשקל,160.22,19,11.76,63.75
2026,משקאות חמוציות,9.06,4,1.38,98.44
2026,סודה,136.81,11,0.88,98.73
2026,תכשירים לניקוי חלונות,20.31,8,23.84,66.33
2026,סלטי ירקות,69.62,19,8.74,71.74
2026,חסה,229.6,43,32.04,25.57
2026,מגבונים לחים,248.42,29,40.57,48.01
2024,היגיינת השיער,0.97,4,6.83,84.63
2026,תערובות לסלט,0.51,3,,100.0
2024,חטיפי דגנים ופירות למבוגרים,178.02,23,7.39,64.36
2024,שמפו+מרכך,7.79,5,2.47,82.74
2024,עוגות מדף ארוזות,127.65,44,5.63,81.44
2024,סכיני גילוח חד פעמי,34.23,7,38.0,55.13
2024,גבינות מיוחדות מדף,437.34,34,8.78,70.73
2025,בשר ועוף מעובד,109.5,14,27.11,59.62
2025,מצות,76.98,25,1.43,84.03
2025,עוגיות פרימיום,595.77,57,0.47,70.2
2025,חמאה,401.23,19,0.78,91.12
2025,מיכלי שמנת מתוקה,497.73,12,0.02,91.17
2025,משקאות חלב,528.53,9,,97.7
2025,מים מוגזים,42.16,4,1.21,98.57
2025,משקאות מוגזים טעמי פירות,178.68,13,,98.94
2025,ניקוי אסלות,109.5,15,15.07,70.31
2025,תכשירי ניקוי כלי כסף ונחושת,3.14,5,10.31,78.37
2025,לקקנים,25.39,25,5.53,83.89
2025,סוכריות גלי,45.25,16,4.42,71.17
2025,סוכריות קשות,45.35,33,12.56,67.42
2025,סלט חומוס חלק,187.9,12,10.61,86.82
2025,פירות יבשים,98.3,37,48.92,29.51
2025,נתחים קדמי טרי,1024.64,23,76.27,18.2
2025,נתחים אחורי מופשר,31.58,1,71.6,28.4
2025,דגים טריים פרימיום,223.63,9,58.51,36.72
2025,חלקי פנים עוף טרי,24.31,5,60.18,38.77
2025,דבש,132.34,18,40.54,51.89
2025,טבלאות שוקולד חלב בודד,309.27,45,3.12,80.83
2025,בירה לבנה בחבית,0.73,2,,100.0
2022,חטיפים מן הצומח,36.21,8,11.45,83.88
2022,גבינות מלוחות במשקל,198.69,15,5.05,69.73
2022,גבינות רכות מעדניה,17.93,10,24.7,55.51
2022,משקאות ברנדי/קוניאק,19.69,18,1.39,55.77
2022,ניקוי אסלות,104.88,16,10.85,79.71
2022,תכשירי טיפול לעובש ולחות,6.77,3,1.18,98.82
2022,סבון רחצה לגבר,42.56,9,3.05,76.53
2022,סוכריות לעיסות,59.74,18,4.7,56.53
2025,משקאות טקילה,6.31,3,21.37,78.63
2025,בשר טחון מופשר,17.91,2,58.39,41.61
2025,אפטרסאן,1.92,2,43.81,56.19
2022,פירות יבשים,107.08,48,42.09,36.33
2025,תה בריאות,0.01,1,,100.0
2023,תחליפי חלב אם צמחי,30.26,2,,100.0
2023,הודו טרי ארוז,64.6,12,30.18,61.0
2023,סלרי עלים,78.6,32,13.93,43.96
2023,קורנית,3.36,5,51.84,41.44
2023,שוקו,83.28,27,6.87,86.91
2023,ממרחים מתוקים,323.66,45,3.89,67.5
2023,שימורי זיתים שחורים,29.86,17,10.32,66.51
2023,שימורי ירקות כבושים,30.55,27,10.06,47.69
2023,תה אריזת שי,0.41,4,,99.88
2023,פסטה,309.51,56,18.9,57.87
2024,תכשירי הגנה מהשמש לתינוקות,1.73,2,34.18,65.82
2024,מוצרי אקונומיקה,116.97,14,20.5,77.81
2024,ממרחים שאינם מתוקים,27.18,25,9.56,64.73
2024,נקניקיות מן הצומח,23.44,6,,99.79
2022,קפה נמס,438.32,13,2.5,91.53
2022,קצביה טרי ארוז,3.95,1,29.79,70.21
2022,דגים טריים פרימיום,150.31,9,36.73,58.4
2022,חלקי פנים הודו טרי,2.66,3,76.17,23.83
2022,דבש,120.53,24,27.3,63.05
2022,שוקולד טבלאות מאגדת,143.17,12,19.05,63.8
2022,נוזל כלים,158.87,21,15.36,73.01
2022,שימורי זיתים ירוקים/מיקס,156.91,21,16.48,69.78
2022,קטניות,175.86,35,24.64,64.59
2022,דגנים,593.57,28,3.93,86.35
2022,מצות,71.04,26,1.31,84.05
2022,תחליפי לחם,352.73,70,19.46,39.57
2022,עוגות אישיות,88.5,45,12.87,59.78
2022,עוגיות פרימיום,476.85,67,0.57,72.94
2022,גבינות במרקם שמנת,90.79,5,,94.29
2024,חמאה מעדניה,0.85,2,,100.0
2026,מוצרי בשר על האש,229.6,32,13.56,68.27
2026,חטיפים אפויים,98.98,39,5.55,79.3
2026,חטיפים מן הצומח,30.78,6,4.86,86.98
2026,משקאות וודקה,146.5,16,10.18,63.17
2026,ניקוי אסלות,58.94,15,16.18,65.95
2026,תכשירי טיפול לעובש ולחות,6.28,4,7.53,84.54
2026,תכשירי ניקוי שטיחים,5.97,5,8.32,83.99
2026,לקקנים,13.87,25,5.47,86.27
2026,סוכריות גומי,55.27,27,12.65,58.3
2026,סוכריות קשות,27.76,31,12.72,66.09
2026,נענע,20.53,15,26.8,50.29
2026,עלי בייבי,4.36,7,60.07,29.75
2026,פירות יבשים,66.17,37,48.12,27.0
2026,קפה נמס,344.44,12,3.9,92.91
2026,קטשופ,87.44,5,1.92,97.98
2026,טבלאות שוקולד חלב בודד,208.28,34,2.43,84.32
2026,שימורי זיתים ירוקים/מיקס,117.35,16,22.06,65.39
2022,תה אדום,0.3,1,,100.0
2022,תה בריאות,2.66,1,,100.0
2022,קרם פנים לגבר,1.6,2,45.84,54.16
2026,עישבי תיבול אחרים,0.1,1,,100.0
2024,דגנים,579.54,32,5.2,87.14
2024,דאודורנט לגברים,174.72,16,3.09,67.06
2024,תחליפי לחם,400.5,64,21.84,43.27
2024,חטיפים אפויים,139.3,35,8.01,77.94
2024,גבינות במרקם שמנת,99.02,4,,96.55
2024,יוגורט,1185.48,23,0.29,95.39
2024,מיכלי שמנת מתוקה,474.91,11,0.02,94.43
2024,גבינות מלוחות במשקל,222.05,15,5.63,69.79
2024,משקאות ברנדי/קוניאק,19.14,16,0.3,53.75
2024,תכשירי ניקוי כלי כסף ונחושת,2.75,6,7.78,83.38
2024,פירות יבשים,94.53,36,52.93,23.89
2025,תכשירי טיפוח וניקוי תינוקות,121.05,23,47.5,25.45
2025,משחות שיניים,395.39,22,2.53,86.15
2025,חטיפי דגנים ופירות למבוגרים,189.9,21,4.47,69.11
2025,חטיפים,1823.87,68,1.95,88.9
2025,סכיני גילוח חד פעמי,37.57,8,40.29,51.32
2025,סלט טחינה,48.15,9,6.69,85.29
2025,נתחים אחורי טרי,163.35,14,59.7,27.87
2025,חלקים ללא סיווג מופשר,9.84,2,50.69,49.31
2025,חרדל,44.56,19,9.32,77.45
2025,שימורי דגים,116.57,53,9.91,32.47
2022,קציצות מן הצומח,48.21,12,2.6,86.94
2022,תכשירי ניקוי רצפות,169.85,23,33.52,57.09
2022,סלט טחינה,47.93,11,5.73,85.46
2022,סלטי דגים,21.24,10,8.74,85.52
2022,סלק עלים,14.73,18,12.99,59.27
2022,רוקט,3.29,6,39.13,57.06
2022,שמיר,30.71,25,15.85,33.3
2024,קטניות,196.51,29,21.88,63.43
2024,גבינות צהובות במשקל,485.51,8,5.77,90.15
2024,משקאות קלים,370.47,33,0.53,93.84
2024,סוכריות קשות,45.05,33,13.43,62.41
2024,ממרחים מצוננים,94.54,38,8.88,60.5
2024,נתחים אחורי מופשר,24.44,2,67.58,32.42
2024,דבש,124.9,19,33.9,57.16
2022,יוגורט חלבון,261.6,3,,100.0
2024,משקאות מוגזים טעמי פירות,160.24,13,,98.92
2024,סוכריות מרעננות,28.84,7,,95.79
2025,מרק קפוא,5.78,1,,100.0
2024,משקאות טקילה,2.93,3,12.01,87.99
2024,קפה טורקי,304.26,11,5.11,91.35
2023,חטיפי חלבון,102.14,19,23.33,48.88
2023,מרכך שיער,134.5,15,1.98,74.62
2023,יין אדום,340.88,31,1.99,68.05
2023,יינות תירוש,187.99,13,34.92,47.15
2023,לחם ארוז מיוחד,544.17,66,3.7,69.48
2023,סכיני/מכשיר גילוח נשים,34.98,5,13.28,86.07
2023,גבינות מותכות מדף,51.97,12,,76.87
2023,גבינות שמנת,220.08,13,2.04,85.39
2023,מרגרינה,61.85,5,,99.27
2023,נייר טואלט,711.12,24,27.43,59.56
2023,פסטרמות ונקניקים ארוזים,470.3,12,9.09,84.03
2023,משקאות וויסקי,143.78,15,8.83,61.18
2023,משקה קולה דיאט,549.41,5,0.19,99.7
2023,סודה,196.38,11,0.15,99.35
2023,סוכריות אחרות,16.14,19,9.22,77.41
2023,בצל ירוק,58.85,23,22.08,51.89
2023,מיונז,240.3,29,3.72,80.91
2023,שימורי עגבניות,376.84,30,14.5,68.42
2023,תבלינים במיכל,135.04,31,11.4,56.31
2023,מגבונים לחים,389.5,31,40.92,45.13
2023,אורז,334.92,40,15.39,70.06
2023,קוסקוס,66.22,16,12.01,69.34
2023,בירה לבנה בקבוק חוזר,96.83,2,,100.0
2024,משקה קולה רגיל,510.14,8,0.02,99.86
2024,תכשירים לפתיחת סתימות,12.14,3,13.52,86.48
2024,סבון רחצה לגבר,50.2,13,4.28,77.7
2024,סלט חומוס חלק,183.7,10,10.53,86.92
2024,סלרי ראש,7.14,11,2.29,75.37
2024,דגים טריים פרימיום,180.87,9,52.64,43.01
2024,כלים חד פעמים,584.28,126,32.05,43.44
2024,אטריות,39.34,12,19.63,71.51
2023,מסירי אבנית וניקוי מכונות כביסה,5.55,4,,97.15
2023,בירה ללא אלכוהול,6.63,9,,89.89
2024,קטשופ,144.39,8,0.78,98.88
2022,חרדל,31.77,20,3.99,78.45
2022,שימורי דגים,96.64,56,15.88,23.27
2022,שימורי פיטריות,48.56,14,24.62,68.38
2022,מרכך כביסה,378.36,19,7.39,84.47
2022,תכשירי טיפוח וניקוי תינוקות,103.04,26,24.73,55.07
2022,פופ קורן למיקרו,52.64,6,7.2,92.23
2022,שמפו+מרכך,6.89,6,0.47,83.55
2022,לחמניות ארוזות,237.57,42,9.39,56.88
2022,סכיני גילוח חד פעמי,27.44,8,16.06,75.78
2022,גבינות מיוחדות מדף,327.4,32,7.88,68.81
2022,גבינות צהובות מדף,757.85,10,11.14,81.4
2022,תכשירי הגנה מהשמש לילדים,18.21,6,15.24,82.59
2022,תכשירי הגנה מהשמש לתינוקות,2.26,2,26.05,73.95
2022,מסירי כתמים,107.3,9,10.07,86.06
2026,חטיפי דגנים ופירות למבוגרים,109.04,23,3.16,69.32
2026,פופ קורן למיקרו,32.85,6,13.54,84.56
2026,עוגות מדף ארוזות,76.91,37,4.35,86.12
2026,סכיני גילוח חד פעמי,23.24,11,34.46,48.63
2026,אשל לבן שמנת,206.79,9,0.02,99.39
2026,גבינות לבנות,327.6,11,0.07,98.3
2026,גבינות צהובות מדף,603.3,10,14.4,82.0
2026,נקניקים יבשים,62.39,12,4.67,91.31
2026,נתחים אחורי טרי,106.63,14,57.87,31.01
2026,שימורי מלפפונים,129.16,40,18.81,64.06
2026,חרוסת,2.13,6,,74.76
2023,חזה בגריל צמחוני,5.49,1,,100.0
2023,רוזמרין,2.73,5,63.63,32.91
2022,משחות ניקוי כלים,2.24,5,,95.54
2026,מרק קפוא,3.61,1,,100.0
2026,מעדני חלב לפעוטות,60.38,3,,100.0
2026,מוצרי אקונומיקה,63.24,10,24.63,71.48
2026,טרגון,1.04,2,,100.0
2022,בעלי כנף טריים,0.86,0,100.0,0.0
2024,בירה ללא אלכוהול,5.99,8,,88.27
2024,חטיפי דגנים לילדים,55.83,5,0.64,98.43
2024,יין אדום,350.37,33,1.88,67.65
2024,תבלינים ורטבים קפואים,43.92,8,16.75,81.05
2024,לחם ארוז מיוחד,546.58,68,4.67,66.21
2024,גבינות מותכות מדף,53.06,13,,74.9
2024,חלב,1696.5,9,,93.03
2024,סלטי ירקות,112.5,18,7.46,73.56
2024,תבלינים במיכל,145.27,25,10.09,62.83
2025,בירה לבנה באריזה,392.23,14,1.42,93.74
2025,כבש קפוא,32.38,5,12.36,87.07
2025,עוף קפוא,335.61,25,10.59,67.3
2025,קרם עיניים,1.83,3,,100.0
2025,ירקות קפואים,748.28,34,26.96,54.09
2025,קוטג,664.15,3,,100.0
2025,תחליפי חלב וטופו,176.2,22,3.87,83.6
2025,נקניקיות מצוננות,264.87,14,4.37,86.79
2025,תחליפי חלב אם חלבי,554.63,3,,100.0
2025,מים מועשרים,149.92,6,0.77,98.02
2025,סבון מוצק,31.06,9,1.05,89.51
2025,בזיליקום,27.27,22,34.88,26.04
2025,פטרוזליה,107.87,26,37.76,37.5
2025,נתחים קדמי מופשר,66.68,5,76.86,22.01
2025,דגים טריים ארוזים,25.37,3,24.61,75.39
2025,ממרחים מתוקים,363.99,45,3.88,67.97
2025,שימורי זיתים שחורים,36.25,13,9.15,76.71
2025,שימורי פירות וקוקטלים,54.52,28,15.34,63.32
2025,תה שחור טהור,31.9,17,1.83,94.77
2022,מזון תינוקות/ילדים אחר,42.58,14,29.3,60.16
2022,תחליפי חלב אם חלבי,567.18,3,,100.0
2022,ערק + אניס,132.47,17,3.59,85.76
2022,ניקוי אמבטיות,16.4,10,0.17,96.34
2022,משקאות תחליפי חלב מצונן,284.36,4,,99.9
2024,תכשירים לניקוי חלונות,31.97,10,21.13,67.27
2025,עלים לבישול אחרים,0.67,3,,100.0
2022,קורנית,2.98,4,55.47,41.64
2023,תחליפי לחם,373.94,65,19.8,44.4
2023,תכשיר הגנה מהשמש לפנים,18.12,7,17.02,79.82
2023,גבינות מלוחות במשקל,210.62,17,4.78,71.23
2023,סוכריות גומי,91.24,38,10.33,71.88
2023,סוכריות קשות,42.98,30,10.86,61.14
2023,תרד,12.44,19,20.85,44.97
2023,פירות יבשים,101.66,44,44.99,27.41
2023,קפה טורקי,311.8,11,5.45,90.16
2023,נתחים קדמי טרי,836.89,29,74.36,17.99
2023,דגים טריים פרימיום,157.98,8,39.04,56.59
2023,חלקי פנים הודו טרי,3.24,3,70.36,29.64
2023,חלקי פנים עוף טרי,26.08,6,60.22,38.66
2023,דבש,120.31,24,39.66,51.1
2023,כלים חד פעמים,603.87,128,27.99,41.62
2023,אטריות,33.79,11,22.19,65.08
2023,חטיפים מתוקים,670.53,51,0.46,76.13
2023,בירה לבנה בחבית,0.36,3,,100.0
2024,נייר טואלט,729.81,27,27.18,61.42
2024,גבינות מיוחדות במשקל,256.24,24,15.51,54.2
2024,משקאות חמוציות,15.36,5,0.35,99.43
2024,סלט חצילים,88.42,13,11.55,83.32
2024,שימורי עגבניות,421.4,30,15.39,69.03
2024,אורז,356.1,36,12.03,73.24
2024,תערובות לסלט,1.53,3,,100.0
2024,מסירי אבנית וניקוי מכונות כביסה,6.31,4,,98.66
2022,נתחים קדמי מופשר,52.29,7,81.84,17.68
2022,דגים טריים ארוזים,15.52,3,65.2,34.8
2022,קופסאות שימורי בשר,2.44,8,9.03,63.52
2022,שימורי ירקות,185.78,26,16.39,75.21
2022,שימורי ירקות כבושים,30.25,26,12.69,48.1
2022,שימורי פירות וקוקטלים,54.79,30,19.87,52.28
2022,תבלינים בשקית,53.95,18,21.32,64.5
2022,תה פרימיום,0.19,1,,100.0
2022,תה שחור בטעמים,36.35,17,2.73,76.64
2022,אביזרי טיפול לתינוק,4.1,10,3.67,59.84
2022,דגים קפואים בואקום,935.02,46,26.45,31.71
2026,בירה לבנה באריזה,229.47,13,1.28,94.07
2026,עוף קפוא,174.36,25,10.73,65.44
2026,דאודורנט נשים,105.82,19,4.23,82.02
2026,היגיינת מבוגרים,76.62,7,28.31,67.86
2026,ירקות קפואים,452.94,37,24.78,51.48
2026,פתי בר,85.22,17,10.5,79.41
2026,תכשירים לגילוח,12.78,7,24.22,61.09
2026,דג מעושן כבוש ארוז,110.46,25,3.73,71.74
2026,נקניקיות מצוננות,156.72,14,6.72,84.98
2026,ערק + אניס,109.49,16,3.33,90.16
2026,מיץ 100% פרי,11.96,24,6.75,58.89
2026,סלט חומוס מועשר / תוספות,80.53,6,4.58,94.05
2026,שוקו,71.39,18,10.48,85.78
2026,בשר בקר חלקי פנים,5.42,3,96.04,3.96
2026,תה אריזת שי,0.11,3,,100.0
2023,קרם פנים לגבר,0.7,2,,100.0
2022,תה בתפזורת,2.38,5,,99.46
2022,פתי בר,136.86,20,18.81,70.83
2026,תה פרימיום,0.3,1,,100.0
2026,עלים לבישול אחרים,0.12,2,,100.0
