weighted,term,phase,b,se,pc,F,pj
False,ריכוזיות,כל התקופה,-0.06879516565455332,0.562506932893436,0.9026606326614937,1.6594197984557297,0.005255128971776932
False,ריכוזיות,2022 (הבסיס),-1.1070146203939475e-17,7.811790724179507e-18,0.15645153827293398,1.4096764334601768,0.1685237008326639
False,ריכוזיות,2023-2024,-0.2980589601606708,0.6410720056366616,0.6419756066020139,2.2352709508512603,0.00114644702090591
False,ריכוזיות,2025-2026,0.17735162804503454,0.8884785070960133,0.8417834642762121,0.8288378557293614,0.6716052394143582
True,ריכוזיות,כל התקופה,0.8205756064823067,1.1752261299174367,0.48503471618957983,5.439597292493393,8.143623971700384e-21
True,ריכוזיות,2022 (הבסיס),-1.545608217318013e-17,9.127285511143034e-18,0.09038067016707112,1.5420203828072425,0.11684539766951337
True,ריכוזיות,2023-2024,0.4676231714143408,1.4243451367875195,0.7426791843943603,3.226097196802481,1.9034406216925355e-06
True,ריכוזיות,2025-2026,1.7846685390832988,1.678341861318317,0.28762225336859737,3.419070449124045,4.2940914503754925e-06
