month,high,high_w,low,low_w,gap,gap_w
2024-11,112.10561518283406,112.4021638671424,111.15881981875737,111.61689978001282,0.9467953640766922,0.7852640871295904
2024-12,112.80152867028829,112.72397828694498,110.7844133003868,111.222105434195,2.0171153699014894,1.5018728527499832
2025-01,113.6523315763582,113.41679740996713,111.85423782048301,112.02908361307675,1.7980937558751862,1.387713796890381
2025-02,114.43599476560703,114.28108834076056,111.75756935292583,112.71263272026037,2.6784254126812073,1.5684556205001883
2025-03,115.1639776976072,114.56019209707931,113.33945710565776,113.81879887753423,1.8245205919494367,0.7413932195450741
2025-04,114.14062397565623,113.93972075867231,113.03084687186791,114.26465513805046,1.1097771037883177,-0.3249343793781492
2025-05,113.54587672667766,113.13726218718078,113.08256992453383,112.1206044466601,0.46330680214383335,1.0166577405206851
2025-06,115.81531345902596,116.63542082959822,114.59266887174195,113.60252035353571,1.2226445872840088,3.0329004760625082
2025-07,115.87789088758804,116.17978024274875,113.43274908262002,112.13823490637405,2.445141804968017,4.041545336374696
2025-08,115.61622060291718,115.77108991181038,114.08799224325759,112.70569488111275,1.5282283596595931,3.06539503069763
2025-09,114.07791528421214,114.6671599361547,110.72400483824157,110.09236737730515,3.3539104459705698,4.574792558849552
2025-10,115.69781168375994,116.0101011860025,112.41297174162793,112.04554509387394,3.2848399421320096,3.9645560921285607
2025-11,116.06922873017275,116.63895333097058,112.9337832534307,111.28040603506778,3.135445476742049,5.358547295902795
2025-12,116.32364022723378,116.54599534949297,112.68032922431644,112.15927642353383,3.6433110029173434,4.386718925959144
2026-01,115.65201746304447,115.87746028927357,113.79804861364285,112.89064766121047,1.8539688494016247,2.986812628063106
2026-02,116.09955658036873,116.42497616753312,113.66623149055127,113.0909123800985,2.4333250898174583,3.3340637874346157
2026-03,115.36064005602617,115.35624719965854,114.23851101855928,114.75821940198558,1.122129037466891,0.5980277976729553
2026-04,115.50118002287142,116.75824012680982,114.93299463011817,114.55176187686533,0.5681853927532501,2.206478249944496
2026-05,115.66083639407103,117.00040851240212,115.35725153831046,115.98980233410758,0.3035848557605618,1.0106061782945375
2026-06,116.45490810765244,117.9487132876811,117.6728081690623,114.51355275750765,-1.2179000614098499,3.435160530173448
2026-07,115.34218904523928,116.62345301059709,115.02401884518551,112.85503168345477,0.31817020005377117,3.7684213271423204
